 	stava	ancora	cucinando	</S>
a8	0.330391	0.178501	0.259452	0.231656
a46	0.411617	0.411465	0.12591	0.0510074
a24	0.266352	0.374875	0.247692	0.11108
a37	0.219253	0.355051	0.311403	0.114293
a20	0.0924929	0.251893	0.444263	0.211351
a31	0.0947976	0.254991	0.410813	0.239399
a37	0.0620617	0.123639	0.567487	0.246812
a31	0.115884	0.267779	0.420285	0.196052
a20	0.0750065	0.0913313	0.524867	0.308795
a31	0.133658	0.156547	0.453244	0.256551
a6	0.083088	0.0711003	0.476459	0.369353
a31	0.143144	0.133341	0.405211	0.318303
a20	0.0717493	0.0816452	0.464875	0.381731
a46	0.0317462	0.0876507	0.520897	0.359706
a31	0.0153061	0.0781737	0.502063	0.404457
</S>	0.0196278	0.0879144	0.474518	0.41794
