 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.116076	0.164387	0.155629	0.144356	0.144253	0.137884	0.137415
a31	0.110568	0.181548	0.220265	0.222654	0.17679	0.0724346	0.0157406
a29	0.153248	0.247117	0.195053	0.231751	0.125776	0.0354023	0.0116533
a24	0.144027	0.154605	0.126985	0.188419	0.21558	0.1306	0.0397835
a18	0.149892	0.1596	0.129234	0.184756	0.201186	0.127242	0.0480908
a31	0.109374	0.116126	0.107392	0.155851	0.20056	0.194351	0.116347
a13	0.181165	0.181807	0.102231	0.159436	0.175503	0.134658	0.0652003
a11	0.12313	0.131331	0.125332	0.168002	0.194433	0.164515	0.0932573
a8	0.11445	0.122409	0.119287	0.157784	0.185589	0.176406	0.124074
a31	0.0979626	0.106196	0.113552	0.1478	0.178341	0.186623	0.169526
a24	0.190809	0.197775	0.130398	0.160021	0.149568	0.104177	0.0672518
a31	0.143226	0.154288	0.141941	0.182338	0.189175	0.1238	0.0652319
a39	0.207925	0.217644	0.122377	0.14845	0.128345	0.101294	0.0739645
a20	0.130164	0.139612	0.160353	0.169708	0.178749	0.135065	0.0863481
a31	0.128144	0.137967	0.14457	0.160643	0.172137	0.149549	0.106991
a20	0.249574	0.265698	0.12509	0.122999	0.0875334	0.0809665	0.0681393
a31	0.130715	0.144873	0.16369	0.175028	0.181864	0.124714	0.079116
a46	0.302235	0.337076	0.108653	0.0804757	0.0487616	0.0594005	0.063398
a31	0.0975583	0.110416	0.163301	0.157637	0.205097	0.161528	0.104464
a23	0.368596	0.428026	0.0720985	0.0344517	0.0201697	0.0311872	0.0454705
a31	0.121801	0.136864	0.179898	0.152825	0.181345	0.132211	0.0950559
a46	0.360719	0.460483	0.0572961	0.0251203	0.0187547	0.0316172	0.0460096
a8	0.152616	0.173188	0.193646	0.150179	0.150254	0.0995328	0.0805847
a31	0.127271	0.154321	0.183494	0.13947	0.159573	0.12999	0.105881
a38	0.293702	0.471574	0.0559356	0.0261654	0.0272838	0.0499633	0.0753764
a20	0.141381	0.173837	0.18515	0.144008	0.149713	0.11401	0.0919017
a31	0.0975878	0.151959	0.184525	0.139327	0.176261	0.136818	0.113523
a20	0.238226	0.443784	0.0581032	0.0289344	0.035937	0.0732001	0.121815
a31	0.136419	0.18943	0.195877	0.139282	0.144194	0.102066	0.0927325
</S>	0.252283	0.421457	0.0498559	0.0256347	0.0405889	0.0859169	0.124264
