 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
a31	0.071055	0.0977336	0.105012	0.103063	0.109803	0.0994143	0.0818981	0.0555078	0.0772701	0.100406	0.098837
a10	0.0388976	0.0412946	0.0425692	0.0350375	0.0939213	0.0318422	0.408366	0.270781	0.0305219	0.00445178	0.00231677
a31	0.0417172	0.0576719	0.0683746	0.0599523	0.16825	0.119092	0.180235	0.13002	0.0881898	0.0675378	0.0189593
a10	0.0369827	0.0514341	0.0602371	0.0540571	0.213729	0.114221	0.244304	0.138567	0.0496482	0.0286397	0.00817956
a28	0.0781474	0.104667	0.0893788	0.109901	0.15889	0.0977058	0.154678	0.078361	0.0401207	0.0657825	0.0223687
a10	0.0909213	0.112245	0.088572	0.115126	0.13383	0.0884847	0.127489	0.0676358	0.042653	0.091521	0.0415228
a21	0.0971856	0.121996	0.0837605	0.127842	0.133889	0.0786932	0.124117	0.0554762	0.0322852	0.0968165	0.0479384
a38	0.0993544	0.112625	0.0885857	0.105291	0.109068	0.0824577	0.101541	0.0626581	0.048272	0.106014	0.0841327
a41	0.0987861	0.111229	0.0853416	0.1031	0.105092	0.079141	0.0977179	0.0600762	0.0478107	0.109128	0.102576
a31	0.0996611	0.114611	0.0821295	0.114473	0.112796	0.0771048	0.105026	0.055197	0.0416542	0.109137	0.0882106
a18	0.117232	0.141548	0.0830554	0.151437	0.127351	0.0670167	0.113735	0.0398955	0.0194448	0.0880244	0.0512593
a31	0.094766	0.110888	0.0909936	0.102943	0.112739	0.0863912	0.103983	0.0643205	0.0496902	0.104868	0.0784177
a21	0.119745	0.145969	0.0908386	0.15398	0.134372	0.0705262	0.117394	0.0370929	0.016276	0.0732837	0.0405216
a31	0.0904895	0.114061	0.10874	0.0796549	0.103553	0.0922467	0.0901991	0.0756895	0.0492446	0.104111	0.09201
a18	0.115981	0.140787	0.104559	0.143466	0.137452	0.0824816	0.117833	0.0400565	0.0181732	0.0624609	0.036749
a17	0.0920368	0.122988	0.118241	0.0837048	0.112009	0.0964997	0.0929061	0.0722336	0.0431932	0.0957035	0.070484
a20	0.0884142	0.11694	0.110147	0.0792051	0.102525	0.0894371	0.0838979	0.065633	0.0439298	0.109056	0.110814
a3	0.090459	0.110011	0.099508	0.0959764	0.10683	0.0898777	0.090457	0.0592973	0.0503124	0.105978	0.101293
a35	0.0930924	0.121356	0.0894302	0.112358	0.114775	0.0784516	0.0911113	0.0404941	0.0345265	0.115234	0.109171
a37	0.0905484	0.115958	0.100539	0.0916609	0.107074	0.0864845	0.0878464	0.0563066	0.0434345	0.111257	0.10889
a38	0.0914093	0.115072	0.0987226	0.102418	0.111494	0.0877873	0.0912637	0.0497797	0.0423278	0.108304	0.101422
a31	0.0833048	0.118259	0.113347	0.0773652	0.103341	0.0893253	0.0790309	0.0596497	0.041281	0.113794	0.121301
a37	0.0762791	0.115538	0.108031	0.129309	0.131452	0.0959467	0.0862794	0.0280132	0.0328045	0.103707	0.0926403
a21	0.0845756	0.121776	0.107257	0.0960246	0.115672	0.0890389	0.0843264	0.0444027	0.0356341	0.114006	0.107286
a31	0.0769072	0.124841	0.122212	0.0749316	0.106299	0.0882433	0.0727278	0.0509218	0.0337217	0.11945	0.129745
a29	0.0659285	0.122863	0.122243	0.13895	0.151264	0.0997881	0.0775074	0.0199097	0.0225376	0.0967381	0.0822705
a31	0.0626938	0.12555	0.124501	0.0876468	0.12362	0.0885956	0.0634668	0.0306214	0.0247708	0.129485	0.139049
a33	0.0537829	0.138064	0.142193	0.145869	0.183751	0.0941279	0.0626872	0.0115923	0.00951006	0.08472	0.0737026
a20	0.0566002	0.117832	0.232262	0.0612077	0.0850972	0.0808111	0.0544067	0.0515578	0.0346341	0.100855	0.124736
a31	0.0492054	0.118896	0.153476	0.0714014	0.117365	0.0922308	0.0499425	0.0350146	0.0260555	0.130938	0.155475
</S>	0.0347884	0.125303	0.148943	0.138915	0.209206	0.0816412	0.0412204	0.00728464	0.00530724	0.101588	0.105803
