 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
a8	0.0882727	0.0995498	0.110332	0.110799	0.106026	0.0792884	0.101353	0.0944448	0.105732	0.104202
a31	0.0205167	0.0469501	0.125398	0.144791	0.144095	0.137407	0.1473	0.133947	0.0739728	0.0256225
a7	0.0314921	0.0744621	0.172178	0.138162	0.150888	0.177189	0.135445	0.0833894	0.027691	0.00910315
a24	0.0944576	0.13005	0.136474	0.0733411	0.124504	0.127823	0.105141	0.0957305	0.0819076	0.0305722
a38	0.112809	0.134615	0.131327	0.0681436	0.118024	0.118743	0.096721	0.0884551	0.0894308	0.0417321
a31	0.114332	0.118232	0.109371	0.056778	0.103651	0.0927453	0.0868556	0.0883367	0.11999	0.109708
a10	0.136025	0.149454	0.140164	0.0708526	0.112786	0.119917	0.0870396	0.0695253	0.0750212	0.0392159
a11	0.125529	0.135802	0.121315	0.0578314	0.107944	0.102204	0.0830885	0.0798181	0.113789	0.0726785
a31	0.116899	0.123681	0.113941	0.0571827	0.106222	0.0970633	0.0864668	0.0865403	0.118327	0.0936772
a20	0.142837	0.151595	0.137559	0.066718	0.111351	0.113504	0.082321	0.0671768	0.0805896	0.0463481
a10	0.11532	0.126305	0.122828	0.0699475	0.113911	0.0979648	0.0963913	0.0906231	0.100474	0.0662353
a31	0.121353	0.128548	0.114871	0.054946	0.105006	0.0928276	0.0804736	0.0797499	0.123049	0.0991757
a21	0.142713	0.152139	0.138429	0.0669834	0.112754	0.108816	0.0817257	0.0665628	0.0814861	0.0483914
a31	0.111224	0.122037	0.120466	0.0716489	0.112134	0.0687406	0.0910968	0.0841289	0.114349	0.104174
a20	0.137836	0.150198	0.145346	0.0786573	0.114192	0.106537	0.0876546	0.0657206	0.0698486	0.0440105
a13	0.118942	0.133852	0.133228	0.0764015	0.119432	0.0746032	0.0941834	0.0814943	0.0987962	0.0690672
a31	0.11027	0.121787	0.119035	0.0642243	0.111616	0.06994	0.0871964	0.082024	0.120469	0.113438
a41	0.135093	0.15211	0.14947	0.0775016	0.119081	0.0912699	0.0837019	0.0628848	0.0780408	0.0508468
a35	0.11293	0.133319	0.13722	0.078149	0.122535	0.0592713	0.0900385	0.0754549	0.107568	0.0835145
a31	0.101518	0.123543	0.130698	0.0777771	0.119444	0.0465943	0.0853334	0.0721627	0.119978	0.122952
a24	0.120468	0.148957	0.160794	0.088073	0.128931	0.0673071	0.0826891	0.0582844	0.0842653	0.0602311
a37	0.11363	0.148555	0.15834	0.0809076	0.135867	0.0501132	0.0842302	0.0627129	0.0983813	0.0672627
a27	0.0949073	0.137588	0.162107	0.0852595	0.138825	0.0323752	0.0749772	0.0534312	0.11735	0.10318
a20	0.0763621	0.122536	0.160547	0.0936164	0.138757	0.0231257	0.0692489	0.0483495	0.121875	0.145583
a31	0.0797966	0.117919	0.148836	0.0861978	0.139827	0.0291884	0.0763749	0.0565205	0.126591	0.138748
a37	0.0737988	0.128502	0.196767	0.103698	0.169504	0.0256497	0.0623436	0.0360655	0.108134	0.0955369
a31	0.0675869	0.126577	0.190812	0.104363	0.156948	0.0181434	0.0596233	0.0363253	0.114874	0.124747
</S>	0.0461041	0.111036	0.274367	0.153781	0.191432	0.00981436	0.0347229	0.0128461	0.0767415	0.0891554
