 	le	melanzane	vogliono	girate	</S>
a31	0.229204	0.241344	0.221172	0.177349	0.130932
a35	0.439368	0.267058	0.146704	0.107092	0.0397777
a41	0.257457	0.279677	0.231299	0.167473	0.0640939
a10	0.264901	0.28624	0.226386	0.16055	0.061923
a18	0.248414	0.289782	0.238368	0.16102	0.0624159
a35	0.241326	0.268575	0.23673	0.179208	0.0741609
a31	0.215275	0.234037	0.226877	0.200232	0.123579
a34	0.32473	0.333309	0.184698	0.10737	0.0498925
a8	0.316086	0.324737	0.191441	0.115585	0.0521515
a31	0.207409	0.224249	0.220222	0.199768	0.148352
a8	0.404872	0.329942	0.144377	0.0757305	0.0450783
</S>	0.222814	0.245246	0.22983	0.188157	0.113953
