 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.125867	0.132548	0.132575	0.132005	0.125444	0.112821	0.121942	0.116799
a31	0.0815555	0.17863	0.184301	0.179979	0.153456	0.142824	0.0574843	0.0217701
a29	0.154381	0.270896	0.254228	0.191243	0.0527379	0.040722	0.0238947	0.0118977
a46	0.226171	0.234299	0.182697	0.116414	0.0460482	0.0616044	0.0934461	0.0393206
a11	0.173007	0.174282	0.145641	0.100579	0.0550428	0.0859599	0.150165	0.115324
a20	0.172997	0.174714	0.147825	0.103627	0.055715	0.0870778	0.146181	0.111863
a8	0.196939	0.197192	0.14469	0.0900805	0.0456961	0.0651701	0.153502	0.106731
a31	0.170118	0.171403	0.133831	0.086769	0.0510114	0.0791419	0.162081	0.145644
a38	0.225845	0.227712	0.187001	0.123633	0.0420154	0.0479118	0.0902389	0.0556423
a31	0.162999	0.165607	0.139388	0.0970725	0.0566547	0.0876437	0.153496	0.137141
a24	0.233145	0.236477	0.199444	0.134214	0.0399851	0.0382154	0.0731364	0.0453839
a37	0.214457	0.222202	0.185644	0.12618	0.0555476	0.0679095	0.0823983	0.0456624
a15	0.202362	0.203975	0.157409	0.100452	0.0493401	0.0673794	0.129302	0.08978
a31	0.161099	0.164357	0.137027	0.0943101	0.0556167	0.0853757	0.15611	0.146103
a20	0.224306	0.22792	0.193978	0.133242	0.0459851	0.0443854	0.0777412	0.0524419
a31	0.184883	0.189183	0.162428	0.115449	0.0605054	0.0837314	0.11966	0.0841601
a37	0.236021	0.241725	0.202832	0.134779	0.0392316	0.031233	0.0690138	0.0451658
a46	0.202015	0.209179	0.178078	0.124086	0.05754	0.0688526	0.0964691	0.0637805
a20	0.157961	0.172605	0.150714	0.108479	0.0565427	0.0701304	0.149602	0.133966
a24	0.158874	0.162465	0.145064	0.110081	0.0653187	0.0940246	0.140986	0.123188
a31	0.200728	0.202988	0.135081	0.0818958	0.0461215	0.0575343	0.157916	0.117735
a17	0.225341	0.23288	0.189592	0.123919	0.0451344	0.040136	0.0838447	0.0591531
a20	0.16063	0.182214	0.160161	0.11549	0.0564997	0.0636436	0.14161	0.119753
a38	0.158699	0.171127	0.15257	0.114406	0.061946	0.0753009	0.142039	0.123911
a31	0.1566	0.181785	0.14909	0.0977169	0.0462965	0.0533236	0.162094	0.153094
a17	0.196988	0.222557	0.195645	0.141058	0.0535872	0.0373106	0.0872892	0.0655648
a31	0.15135	0.198014	0.168751	0.112376	0.0440346	0.0433503	0.150309	0.131815
a37	0.186881	0.252502	0.233371	0.17591	0.0414043	0.0093623	0.0551109	0.0454578
</S>	0.160685	0.234341	0.207852	0.143887	0.0462131	0.0317802	0.100972	0.0742687
