 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.0559464	0.0625658	0.136414	0.115924	0.0397167	0.135528	0.238128	0.215776
a21	0.118726	0.201741	0.243151	0.224416	0.177484	0.0309877	0.00236463	0.00112964
a31	0.153546	0.164615	0.169836	0.147054	0.118026	0.119626	0.0986203	0.0286761
a21	0.169958	0.196102	0.210825	0.179424	0.130681	0.0889607	0.0194281	0.00462078
a31	0.147949	0.160905	0.168274	0.137017	0.102369	0.107823	0.130309	0.0453544
a13	0.173089	0.198453	0.214113	0.17675	0.121952	0.0830724	0.0262669	0.00630351
a35	0.146756	0.161984	0.172409	0.135947	0.0963482	0.102521	0.137092	0.046942
a37	0.132023	0.143754	0.153305	0.128392	0.0942121	0.106345	0.153099	0.0888699
a31	0.130355	0.146052	0.158282	0.121574	0.0819406	0.0953565	0.171095	0.095344
a37	0.143496	0.170696	0.19162	0.133036	0.0789879	0.0726938	0.158307	0.051164
a31	0.134475	0.154755	0.173714	0.130732	0.0823292	0.09359	0.161121	0.0692834
a24	0.136965	0.167725	0.201368	0.135602	0.067149	0.0684923	0.165297	0.0574023
a31	0.143318	0.16486	0.195745	0.157593	0.0902767	0.0998799	0.109544	0.0387836
a13	0.110765	0.1432	0.21724	0.136177	0.0428681	0.0675634	0.199055	0.0831321
a31	0.0818728	0.115624	0.201404	0.153589	0.0625054	0.0779136	0.197978	0.109113
a27	0.0735845	0.100928	0.226138	0.127966	0.0275902	0.0575313	0.264688	0.121574
a31	0.0340883	0.0550223	0.182723	0.123522	0.0409089	0.0381579	0.335612	0.189966
a35	0.0391107	0.0590506	0.179624	0.101968	0.0199766	0.0330205	0.393235	0.174015
</S>	0.0236865	0.0346309	0.157853	0.112426	0.0298923	0.0302328	0.424936	0.186343
