 	non	ho	cosa	a	fare	</S>
a8	0.151031	0.123192	0.162258	0.18014	0.185169	0.198211
a31	0.124667	0.132037	0.18695	0.25873	0.187413	0.110204
a37	0.0887427	0.047568	0.163122	0.376021	0.212967	0.111579
a11	0.0898424	0.0436071	0.141062	0.302391	0.240431	0.182666
a13	0.0898057	0.0482721	0.145805	0.271693	0.24532	0.199104
a20	0.0899516	0.0570777	0.14826	0.239202	0.245132	0.220376
a31	0.0889287	0.0634997	0.146901	0.225079	0.242275	0.233316
a8	0.0786815	0.0276677	0.0996689	0.274759	0.242054	0.277169
a31	0.0931348	0.0945229	0.187738	0.217225	0.211898	0.195481
a46	0.152283	0.021908	0.0775818	0.173218	0.16191	0.413099
a8	0.0699897	0.0617004	0.208157	0.254901	0.214294	0.190958
</S>	0.0689192	0.0577596	0.190204	0.22544	0.217828	0.239848
