 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
a31	0.0224213	0.02595	0.108813	0.111913	0.131624	0.11308	0.12595	0.134872	0.121028	0.104348
a28	0.135125	0.161811	0.184438	0.171085	0.144362	0.0901705	0.0386766	0.0570201	0.0126261	0.0046858
a31	0.0912805	0.102848	0.112873	0.141172	0.145496	0.118809	0.112807	0.0935463	0.0479252	0.0332441
a17	0.0881098	0.10488	0.120424	0.167398	0.175425	0.116453	0.100003	0.0747998	0.0302295	0.0222779
a31	0.0809998	0.0944781	0.108228	0.144539	0.151003	0.116713	0.114592	0.0917925	0.0543778	0.0432772
a20	0.0892202	0.107056	0.125523	0.169531	0.17604	0.111814	0.0934199	0.0704903	0.0312805	0.0256248
a31	0.0856074	0.101216	0.122124	0.152737	0.157325	0.121183	0.107263	0.0865758	0.0377343	0.0282349
a20	0.0782419	0.0960824	0.126424	0.17444	0.183795	0.111895	0.0965094	0.072899	0.0324703	0.0272424
a35	0.0805354	0.0960902	0.129387	0.152252	0.156009	0.122545	0.10719	0.0900632	0.0383421	0.0275863
a36	0.0634974	0.0784261	0.113053	0.129121	0.132866	0.117473	0.118198	0.106639	0.0793271	0.0614004
a31	0.0626309	0.0736724	0.109201	0.125479	0.12918	0.114776	0.115256	0.104484	0.0897336	0.0755867
a20	0.0575119	0.0725552	0.131086	0.175508	0.188094	0.116489	0.103484	0.0822121	0.0385194	0.03454
a17	0.0496497	0.0644766	0.12926	0.14751	0.153783	0.129179	0.122832	0.110184	0.0530612	0.0400643
a28	0.036627	0.0514188	0.115298	0.131131	0.137109	0.122475	0.122926	0.113434	0.0929	0.0766814
a31	0.0334653	0.0447953	0.116184	0.136667	0.144835	0.124222	0.12454	0.114168	0.0886735	0.0724495
a24	0.0236652	0.0327491	0.142556	0.175857	0.201659	0.117758	0.110197	0.0989054	0.0497033	0.0469504
a31	0.0234311	0.0362189	0.145484	0.159811	0.171911	0.134825	0.119964	0.111562	0.0519445	0.0448495
a15	0.0106896	0.0167867	0.156022	0.175414	0.238864	0.0712651	0.0967116	0.105815	0.0652169	0.0632145
a31	0.0142223	0.0179936	0.114825	0.120655	0.161329	0.138098	0.153345	0.155308	0.0680022	0.0562232
a46	0.00679596	0.0134252	0.160379	0.151878	0.258335	0.0209286	0.101594	0.131126	0.0786204	0.0769186
a41	0.0126802	0.01525	0.104739	0.109554	0.171827	0.12141	0.166287	0.173018	0.0660194	0.0592146
</S>	0.00582363	0.00874732	0.135246	0.139992	0.189097	0.10959	0.142201	0.148005	0.063728	0.0575709
