 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
a33	0.0542348	0.0471788	0.0556027	0.0981956	0.114544	0.119494	0.116235	0.112402	0.113254	0.083236	0.0856246
a31	0.0242209	0.0512737	0.0294897	0.0316894	0.0981116	0.152067	0.139998	0.184207	0.163083	0.100552	0.0253084
a7	0.0373941	0.0677308	0.0423382	0.0481749	0.161622	0.241435	0.144456	0.136028	0.0880399	0.0225555	0.0102258
a0	0.0547601	0.0726641	0.0519947	0.0855289	0.163472	0.171956	0.149968	0.116723	0.0834653	0.030092	0.0193752
a31	0.0696989	0.0701014	0.0560213	0.0986713	0.12556	0.127564	0.12389	0.115045	0.101531	0.0565194	0.0553981
a37	0.0698816	0.0788614	0.0572963	0.108878	0.176738	0.176039	0.138002	0.0911753	0.0639903	0.0199078	0.0192316
a8	0.0630279	0.0697918	0.0513095	0.101623	0.153507	0.157147	0.141456	0.112445	0.086022	0.0359516	0.02772
a37	0.0617127	0.0679597	0.0445936	0.0995629	0.115345	0.12039	0.119609	0.114596	0.107034	0.0634802	0.085718
a31	0.0724932	0.0700292	0.0594437	0.0978022	0.120668	0.121824	0.118412	0.110252	0.0988137	0.059806	0.0704565
a17	0.0709266	0.0675527	0.0532482	0.113813	0.171237	0.168253	0.139991	0.0959324	0.0673211	0.0229363	0.0287882
a37	0.0653364	0.0703393	0.0486357	0.102118	0.121373	0.125603	0.122823	0.113948	0.10274	0.0606564	0.0664277
a31	0.073419	0.0698721	0.0582602	0.101478	0.122281	0.12337	0.119362	0.109311	0.0968985	0.0581291	0.067619
a14	0.0773636	0.0723239	0.0583571	0.118486	0.164595	0.161879	0.133345	0.0912758	0.0663396	0.0258941	0.0301401
a3	0.0693281	0.0775225	0.0585431	0.101787	0.135489	0.139418	0.128993	0.108318	0.0896937	0.0531382	0.03777
a11	0.0662144	0.0609167	0.0494869	0.102943	0.130317	0.131543	0.126531	0.113621	0.0976714	0.0513554	0.0694014
a35	0.0693747	0.0657991	0.054702	0.100067	0.120303	0.121993	0.119188	0.111645	0.101025	0.0616478	0.0742564
a8	0.0674681	0.0652191	0.0508524	0.0996543	0.11554	0.117746	0.11624	0.110945	0.10273	0.063799	0.0898062
a23	0.0632789	0.0687681	0.0464948	0.0979864	0.109213	0.113721	0.113728	0.110653	0.105693	0.0688374	0.101626
a31	0.0650537	0.0723081	0.0490557	0.0972569	0.105871	0.11037	0.110718	0.108514	0.105002	0.0728009	0.10305
a11	0.0771531	0.0673604	0.062095	0.104389	0.122109	0.122106	0.117325	0.105456	0.0930497	0.056905	0.0720513
a10	0.0668176	0.0630827	0.0506881	0.0994816	0.118776	0.120642	0.118409	0.111611	0.101471	0.0618456	0.0871755
a31	0.0639852	0.0560119	0.0477751	0.0997311	0.128385	0.128805	0.124505	0.113044	0.0975081	0.0518883	0.0883606
a10	0.0796557	0.0700343	0.0618272	0.11316	0.137786	0.137078	0.124658	0.09944	0.0801905	0.0443957	0.051776
a35	0.0663735	0.0628081	0.0493763	0.103327	0.123612	0.125854	0.122083	0.11129	0.0985055	0.0585521	0.0782198
a20	0.0564836	0.0589812	0.0390058	0.0993397	0.118041	0.123159	0.122177	0.116029	0.106728	0.0597503	0.100305
