 	non	so	cosa	stai	scrivendo	</S>
a31	0.256325	0.0906276	0.121347	0.0185829	0.0128388	0.500279
a21	0.272331	0.18665	0.528287	0.0110851	0.000218862	0.00142801
a31	0.290973	0.221101	0.371131	0.102901	0.00594413	0.0079497
a10	0.312561	0.206731	0.449816	0.029066	0.000338483	0.00148733
a7	0.31487	0.21835	0.379935	0.0780273	0.00249124	0.00632658
a41	0.308873	0.219127	0.368208	0.0905134	0.00477639	0.00850261
a31	0.299837	0.214037	0.344423	0.0995423	0.0155022	0.0266592
a8	0.347741	0.214296	0.402457	0.0332082	0.000395066	0.00190232
a31	0.294218	0.194814	0.325034	0.0727092	0.0269012	0.0863231
a8	0.357184	0.215238	0.398703	0.0269013	0.000302786	0.00167089
a23	0.319107	0.189401	0.333796	0.0583483	0.019993	0.0793538
a8	0.318668	0.185851	0.31246	0.0540032	0.0315352	0.0974826
a31	0.280628	0.192024	0.282091	0.0686222	0.0483756	0.128259
a21	0.381065	0.22924	0.328114	0.0538549	0.00182589	0.00590002
a31	0.266109	0.170586	0.286408	0.0635685	0.0391741	0.174154
a24	0.411534	0.227435	0.313633	0.0393882	0.00127922	0.00673134
a21	0.365898	0.20218	0.347225	0.041527	0.0037276	0.039442
a31	0.296063	0.115393	0.269029	0.0306412	0.0238036	0.265071
a17	0.467119	0.191469	0.272051	0.0185337	0.00115802	0.0496697
a20	0.329543	0.0948567	0.264765	0.0283951	0.00995204	0.272488
a0	0.258061	0.0829636	0.173435	0.0251088	0.00777403	0.452657
a31	0.162118	0.0517763	0.137662	0.024923	0.0161872	0.607333
a8	0.440051	0.139954	0.189146	0.00893676	0.000824394	0.221089
a37	0.186831	0.0939635	0.162937	0.0742255	0.0425261	0.439517
</S>	0.230747	0.0862875	0.133505	0.0307282	0.010653	0.50808
