 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.10766	0.126952	0.137181	0.132281	0.12265	0.123301	0.121994	0.127981
a31	0.117238	0.14404	0.157706	0.159453	0.151705	0.129772	0.101332	0.0387541
a39	0.171566	0.170019	0.194081	0.176958	0.130569	0.0880837	0.0548526	0.0138713
a21	0.144894	0.109027	0.116467	0.136993	0.120551	0.135877	0.14601	0.0901817
a31	0.129376	0.100882	0.10733	0.126642	0.116793	0.139834	0.151184	0.12796
a37	0.188951	0.129337	0.13534	0.136011	0.10105	0.0960094	0.134029	0.0792719
a31	0.145453	0.105078	0.111449	0.128836	0.109079	0.126185	0.157662	0.116257
a41	0.183948	0.125172	0.129642	0.124998	0.0904168	0.0907885	0.148917	0.106118
a10	0.152017	0.112613	0.120104	0.136385	0.115715	0.122228	0.143108	0.0978299
a31	0.127724	0.0942113	0.100069	0.116348	0.0995554	0.130296	0.173287	0.15851
a46	0.173136	0.12097	0.127107	0.122748	0.0880682	0.0949397	0.153873	0.119159
a20	0.124026	0.104836	0.113447	0.129412	0.120766	0.135547	0.143418	0.128548
a13	0.116836	0.0920387	0.10204	0.122476	0.110009	0.142095	0.158946	0.155559
a31	0.107163	0.0830572	0.0929357	0.114817	0.102391	0.146929	0.169702	0.183004
a39	0.156692	0.11503	0.127833	0.125982	0.0884425	0.103567	0.150919	0.131536
a16	0.100771	0.0936829	0.109327	0.127861	0.120854	0.149026	0.14969	0.148789
a13	0.0964799	0.0880897	0.106059	0.125978	0.114997	0.15235	0.154628	0.161417
a31	0.084782	0.0755568	0.0959832	0.11969	0.104792	0.162026	0.167706	0.189464
a37	0.129139	0.117153	0.151512	0.133886	0.0824731	0.103747	0.139656	0.142433
a31	0.0782591	0.0811586	0.112819	0.131866	0.111296	0.161347	0.157921	0.165334
a8	0.128004	0.156178	0.23799	0.127689	0.0546421	0.062678	0.0957075	0.13711
</S>	0.0583526	0.0700415	0.0985018	0.115998	0.121581	0.218098	0.146288	0.171139
