 	che	consuma	poco	benzina	</S>
a31	0.0159765	0.0291677	0.219091	0.245432	0.490333
a41	0.0729632	0.15605	0.297157	0.246328	0.227501
a31	0.0479509	0.12068	0.264581	0.263527	0.303261
a28	0.019763	0.0646727	0.213168	0.275172	0.427224
a24	0.0153201	0.0540248	0.156806	0.275328	0.498521
a31	0.0114957	0.0380195	0.169506	0.268396	0.512583
a11	0.00138697	0.00739849	0.0684592	0.181775	0.74098
a31	0.0029472	0.0128613	0.150491	0.28699	0.54671
a46	0.00025491	0.00155426	0.0163084	0.062527	0.919355
a31	0.000436062	0.0018901	0.0491972	0.137186	0.81129
</S>	0.000440385	0.00145894	0.0111578	0.0337832	0.95316
