 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.0194065	0.0893122	0.233856	0.246639	0.218571	0.192216
a31	0.19826	0.182595	0.292883	0.223873	0.0723149	0.0300749
a8	0.0786994	0.132468	0.399066	0.29565	0.0638565	0.0302598
a31	0.0990807	0.156437	0.24712	0.287823	0.132034	0.0775052
a15	0.0411708	0.101369	0.287168	0.342366	0.132337	0.09559
a13	0.0892522	0.146651	0.224414	0.283914	0.148378	0.10739
a24	0.0917473	0.141777	0.209985	0.261488	0.168067	0.126936
a31	0.0773279	0.127705	0.237243	0.286025	0.15318	0.118518
a18	0.0234393	0.0708897	0.242343	0.333948	0.161607	0.167773
a31	0.0674293	0.158735	0.242415	0.270985	0.146518	0.113918
a20	0.0120047	0.0679882	0.297373	0.2912	0.165792	0.165641
a11	0.027662	0.171481	0.304709	0.261623	0.128071	0.106453
a8	0.018907	0.163685	0.299021	0.270492	0.137214	0.110682
a31	0.0177774	0.13991	0.245	0.248362	0.1901	0.15885
a8	0.00112374	0.0232162	0.280992	0.276611	0.18473	0.233326
a31	0.0125003	0.0941921	0.310545	0.293712	0.155041	0.13401
</S>	0.00035635	0.0103803	0.205135	0.274877	0.188977	0.320275
