 	la	macchina	vuole	riparata	dal	meccanico	</S>
a8	0.117094	0.150633	0.0403385	0.109913	0.160795	0.211331	0.209897
a46	0.181197	0.190735	0.185926	0.157629	0.130752	0.0973054	0.0564558
a35	0.121992	0.112035	0.165055	0.183296	0.169483	0.145873	0.102266
a3	0.105079	0.089106	0.159974	0.1938	0.182635	0.159203	0.110202
a31	0.0864554	0.0561744	0.129403	0.222468	0.215245	0.181396	0.108857
a18	0.095841	0.0384494	0.0716739	0.251134	0.253479	0.193307	0.0961154
a31	0.077386	0.0530375	0.123889	0.213593	0.210661	0.187769	0.133665
a46	0.0933395	0.0326977	0.0516106	0.240478	0.259815	0.207017	0.115043
a31	0.0824781	0.0673077	0.127148	0.19642	0.196537	0.183342	0.146768
a46	0.13504	0.0393502	0.0447255	0.209783	0.236559	0.202795	0.131747
a31	0.0956145	0.079588	0.110175	0.195292	0.199181	0.183364	0.136786
a17	0.218985	0.0493739	0.02647	0.15532	0.200094	0.199935	0.149822
a20	0.12949	0.102529	0.0814432	0.191726	0.200942	0.176532	0.117339
a31	0.14336	0.111523	0.0688907	0.181014	0.198561	0.178114	0.118538
a7	0.257424	0.0520258	0.0127093	0.107094	0.176845	0.217065	0.176838
a39	0.18602	0.113093	0.0225204	0.151814	0.201745	0.191058	0.133749
a31	0.0889754	0.101211	0.0354532	0.157993	0.214549	0.224886	0.176933
</S>	0.284504	0.0440154	0.0027942	0.0435771	0.126802	0.260172	0.238135
