 	non	sono	ancora	vestita	</S>
a31	0.10464	0.0334932	0.075214	0.0764007	0.710252
a23	0.786006	0.0773823	0.0784237	0.0231763	0.0350118
a31	0.177752	0.0850581	0.389791	0.162179	0.18522
a7	0.345385	0.0631009	0.447086	0.0547395	0.0896888
a31	0.156491	0.0394104	0.371644	0.167602	0.264853
a13	0.206412	0.0303082	0.391009	0.101765	0.270506
a31	0.117417	0.0287191	0.294673	0.196658	0.362533
a37	0.113784	0.0112528	0.180311	0.106119	0.588533
a18	0.0997702	0.00600533	0.157102	0.0975659	0.639557
a31	0.0712371	0.00488732	0.0786754	0.0780624	0.767138
a46	0.0487665	0.001262	0.0128814	0.0182395	0.918851
a8	0.0528436	0.00227702	0.0136684	0.0232542	0.907957
</S>	0.0650902	0.0035961	0.0148875	0.0204237	0.896003
