 	dovevo	comprare	il	pane	</S>
a31	0.152445	0.187963	0.255541	0.23386	0.170191
a46	0.120019	0.244818	0.313333	0.228976	0.0928534
a31	0.155163	0.246609	0.274469	0.208197	0.115563
a18	0.0819873	0.16916	0.27225	0.310263	0.16634
a13	0.140467	0.266174	0.29278	0.19595	0.104629
a0	0.153634	0.24504	0.282662	0.202999	0.115664
a20	0.17498	0.231286	0.257126	0.208253	0.128355
a7	0.169926	0.233919	0.263261	0.207705	0.125189
a20	0.141527	0.23262	0.284608	0.215682	0.125562
a31	0.158188	0.22748	0.266582	0.21702	0.13073
a11	0.0685628	0.144582	0.254963	0.308869	0.223023
a39	0.191518	0.240768	0.259169	0.183129	0.125415
a31	0.164718	0.192769	0.252569	0.231562	0.158381
a13	0.0327858	0.0426771	0.101799	0.385597	0.437141
a17	0.135575	0.160133	0.251621	0.249063	0.203608
a31	0.111707	0.129605	0.237979	0.291445	0.229264
a46	0.0216164	0.0232332	0.0521719	0.30601	0.596968
a20	0.087812	0.0954687	0.182049	0.303493	0.331177
a31	0.0680449	0.0737764	0.17653	0.318983	0.362666
</S>	0.0168488	0.0168502	0.0394814	0.24378	0.683039
