 	la	pasta	vuole	sale	</S>
a8	0.178939	0.19854	0.179811	0.22702	0.21569
a31	0.256817	0.275629	0.224396	0.154788	0.0883706
a28	0.189715	0.252333	0.162372	0.266433	0.129147
a20	0.113373	0.201075	0.185853	0.319258	0.180441
a31	0.0902221	0.168495	0.189753	0.335404	0.216126
a11	0.0597201	0.0955681	0.0940487	0.437866	0.312797
a18	0.133891	0.222857	0.197715	0.269055	0.176482
a15	0.115993	0.197658	0.208116	0.274462	0.203771
a31	0.135323	0.20333	0.210602	0.240011	0.210735
a20	0.0792412	0.100017	0.0750916	0.373162	0.372488
a6	0.129393	0.237416	0.216809	0.243331	0.17305
a20	0.0959306	0.201833	0.214116	0.254239	0.233882
a21	0.135497	0.211272	0.213232	0.24599	0.19401
a20	0.0956469	0.197125	0.215792	0.259759	0.231677
a0	0.101943	0.191725	0.21106	0.273184	0.222088
a31	0.0809233	0.185657	0.212073	0.278958	0.242389
a39	0.0277248	0.0526209	0.0476987	0.353354	0.518602
a31	0.0590734	0.169731	0.194653	0.31079	0.265752
a35	0.010725	0.02307	0.0261096	0.261675	0.678421
</S>	0.0611439	0.117519	0.122159	0.357889	0.341289
