 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.0386948	0.0717641	0.0881908	0.144038	0.0970357	0.122915	0.150377	0.15156	0.135424
a28	0.0796844	0.0460867	0.115399	0.24185	0.16167	0.112453	0.162629	0.0645244	0.0157034
a37	0.0513626	0.0436607	0.154692	0.201168	0.139214	0.148967	0.114934	0.0920463	0.0539542
a31	0.0415073	0.0325651	0.147525	0.221981	0.129591	0.14838	0.108616	0.101409	0.0684269
a11	0.029641	0.0164157	0.122478	0.283939	0.123062	0.159561	0.1107	0.091252	0.0629516
a31	0.0459687	0.0435687	0.153408	0.202224	0.139013	0.14926	0.115083	0.0920959	0.0593781
a20	0.0284918	0.014971	0.115097	0.280764	0.12245	0.162552	0.116395	0.0929784	0.0663006
a31	0.0395768	0.0433076	0.154164	0.209865	0.143612	0.151477	0.117456	0.0848143	0.0557268
a39	0.0277963	0.0143913	0.107207	0.276864	0.119318	0.163786	0.124126	0.096941	0.0695704
a31	0.0359392	0.067963	0.144151	0.173777	0.146436	0.149942	0.131307	0.0915741	0.0589108
a13	0.0374487	0.0148055	0.0869711	0.27077	0.0982868	0.161478	0.141184	0.109134	0.0799228
a31	0.0308586	0.0582573	0.133304	0.186877	0.144406	0.156989	0.13939	0.0885136	0.0614048
a13	0.0327526	0.0112785	0.0566912	0.269729	0.0627554	0.161094	0.161156	0.138089	0.106454
a31	0.0247397	0.0444727	0.102577	0.191536	0.132998	0.172783	0.161076	0.0985518	0.0712655
a39	0.0164039	0.00570203	0.0244796	0.241812	0.0280525	0.157849	0.190118	0.185241	0.150343
a11	0.0229548	0.0262276	0.058775	0.170436	0.108387	0.202127	0.201053	0.121769	0.0882716
a46	0.0202343	0.0259306	0.0629155	0.190897	0.102394	0.194244	0.195263	0.119131	0.0889906
a18	0.0159215	0.0287698	0.0537298	0.130213	0.117531	0.177752	0.197931	0.164181	0.113971
a31	0.0119869	0.0319697	0.0692961	0.162845	0.12159	0.167425	0.189231	0.147159	0.0984967
a39	0.00379448	0.00344616	0.0130655	0.235101	0.018407	0.107824	0.199108	0.217791	0.201463
a18	0.0162646	0.0244869	0.0455852	0.130906	0.109284	0.192353	0.221448	0.155787	0.103885
a46	0.00876615	0.0203048	0.0488738	0.162897	0.10227	0.173736	0.213575	0.161449	0.108128
a31	0.00908983	0.023846	0.046907	0.125278	0.111617	0.158366	0.198446	0.18499	0.141461
</S>	0.0019453	0.00190907	0.00641103	0.189334	0.0100413	0.0813063	0.201161	0.254272	0.25362
