 	non	ti	dimentichiamo	mai	</S>
a8	0.0565453	0.0855682	0.311158	0.298101	0.248628
a31	0.279385	0.216319	0.251432	0.196175	0.0566888
a20	0.191706	0.173134	0.424313	0.17272	0.0381269
a31	0.150454	0.19961	0.350714	0.214351	0.0848714
a13	0.0790638	0.120746	0.495182	0.220286	0.0847225
a31	0.0963499	0.152829	0.388736	0.240508	0.121577
a13	0.0444125	0.0807187	0.529324	0.229201	0.116344
a1	0.0893689	0.147289	0.404176	0.240123	0.119044
a31	0.112316	0.17842	0.294055	0.248205	0.167005
a41	0.0432282	0.0798354	0.515454	0.228225	0.133258
a15	0.0735306	0.133474	0.402812	0.254972	0.135212
a13	0.0768255	0.162391	0.291021	0.263414	0.206349
a31	0.0938677	0.149757	0.291641	0.263491	0.201243
a11	0.0282432	0.0558169	0.508187	0.246273	0.161479
a31	0.0610262	0.135723	0.376187	0.270936	0.156127
a46	0.010611	0.0267829	0.512202	0.248269	0.202135
a31	0.0383077	0.0723299	0.394959	0.306259	0.188144
a46	0.00139681	0.00535231	0.485857	0.250319	0.257075
a31	0.0278189	0.0469897	0.449665	0.292823	0.182703
</S>	0.000503084	0.00199596	0.469064	0.235846	0.292591
