 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	0.160278	0.8394892	0.0001162926	5.4948665e-05	5.478697e-09	3.404673e-05	9.041605e-08	2.7363347e-05
a31	0.0068993825	0.9929409	9.742353e-05	5.979773e-05	2.177109e-11	2.501245e-06	4.932317e-09	2.1108864e-08
a8	0.0015194924	0.9968321	0.00027277158	8.150412e-05	4.261173e-10	0.0012941218	5.516172e-08	2.23152e-09
a31	0.007791057	0.99220335	5.5406026e-06	4.8410126e-08	9.022634e-11	3.851104e-09	6.320413e-12	7.4830553e-10
a46	0.08023027	0.91975296	1.50189635e-05	1.4082051e-06	4.8530624e-10	3.8121112e-07	2.4055583e-10	3.7638268e-11
a31	0.3225809	0.6774048	1.4228699e-05	5.8487032e-08	2.8722028e-10	1.5105718e-09	6.206443e-12	6.75564e-11
a20	0.7843916	0.2156033	2.5529912e-06	2.3554117e-06	3.1282313e-10	2.902932e-07	3.065059e-10	6.938825e-11
a31	0.69866955	0.30132687	3.3966476e-06	2.0320789e-07	7.769217e-11	3.6920378e-09	5.4456495e-11	1.3500419e-10
a13	0.93580735	0.06417544	3.393498e-06	1.2363551e-05	6.045276e-09	1.4265859e-06	1.617519e-08	1.5890275e-09
a17	0.75723577	0.24271896	9.3776935e-06	3.419912e-05	1.4528485e-09	1.4959774e-06	7.892925e-08	4.6131223e-08
a8	0.6921464	0.30738586	5.592869e-05	0.00038985044	3.0452256e-08	1.909211e-05	2.4640585e-06	4.1590508e-07
a31	0.44508076	0.5541611	3.2229796e-05	0.000645551	6.556784e-08	5.879098e-05	1.4728292e-05	6.731217e-06
a8	0.11877392	0.87123984	0.00019999214	0.0067004855	2.2714948e-05	0.001932165	0.0010524663	7.838006e-05
a20	0.5651768	0.4131059	0.000103034115	0.0030682653	3.6200242e-06	0.0069790813	0.006454657	0.005108635
a31	0.5193196	0.41165292	0.00035454376	0.006571523	3.592716e-05	0.018645817	0.037313245	0.006106366
a28	0.021151057	0.9717695	0.0004193512	0.0035437015	0.00028591487	0.0008321593	0.0013260446	0.000672349
a31	0.72616905	0.13953292	0.00026829922	0.0047452254	0.00012832791	0.045978595	0.07264862	0.010528957
a38	0.27197713	0.6566439	0.005995512	0.009079263	0.005093918	0.006971464	0.019010754	0.025228018
a31	0.68692476	0.08104522	0.00085361296	0.0065552	0.0005155538	0.08918376	0.12401273	0.010909149
a17	0.30214852	0.3969736	0.011848854	0.022428976	0.0107741505	0.026119303	0.08512857	0.14457798
a3	0.748573	0.052645862	0.002129221	0.0063729784	0.002194741	0.0654195	0.11720567	0.0054589524
a10	0.7516916	0.06940288	0.0018028746	0.0038397699	0.0035717043	0.03925652	0.121673614	0.008761101
a20	0.7441144	0.12283621	0.0014008108	0.0033711104	0.0044814534	0.021782896	0.090767264	0.011245858
a35	0.69541156	0.15751241	0.0015064422	0.0059227888	0.0058210962	0.03003022	0.096921176	0.006874238
a37	0.7494057	0.15069924	0.0017701151	0.0053831153	0.0061047166	0.023847084	0.060307615	0.0024825213
a23	0.6693788	0.24509238	0.0023741669	0.004707584	0.008700531	0.015164708	0.052594163	0.0019876976
a20	0.683567	0.21206331	0.0034387868	0.004949936	0.013018753	0.01433033	0.06613008	0.0025018735
a31	0.5884833	0.25730562	0.0039533884	0.007947998	0.012395958	0.020050729	0.1067394	0.0031236317
a0	0.030585224	0.93414813	0.0014813713	0.013697043	0.0020361226	0.0016574773	0.008592629	0.0078020254
a31	0.5080835	0.07931007	0.028353516	0.025055127	0.016370522	0.091976464	0.24863504	0.0022157882
a13	0.07313832	0.6974226	0.0026495396	0.037971098	0.002207335	0.014223743	0.06891354	0.10347377
a31	0.43113542	0.02274481	0.047374967	0.023311604	0.02151442	0.11907612	0.33209327	0.002749395
a39	0.12322359	0.15758838	0.003649149	0.03589727	0.0019460716	0.042284332	0.23464394	0.40076727
a17	0.34643525	0.0127299605	0.06903891	0.024550091	0.02758294	0.13945313	0.37728187	0.0029278265
</S>	0.2532199	0.012240087	0.023283845	0.019581625	0.017298564	0.14384194	0.5244677	0.0060663647
