 	che	vende	buon	pane	</S>
a17	0.96923447	0.030730175	9.461262e-06	1.0173538e-05	1.5765096e-05
a31	0.24703397	0.75287086	4.2639018e-05	2.6984218e-05	2.5570373e-05
a11	0.0040753456	0.9877666	0.008082782	7.498811e-05	2.6404962e-07
a39	0.27266067	0.72695524	4.6923305e-05	0.00020092653	0.00013619663
a35	0.68842775	0.30824718	0.00011614842	0.0025966587	0.0006122457
a39	0.98154527	0.013213879	0.00021219782	0.004928619	9.9888e-05
a31	0.9662393	0.013710677	0.0014367021	0.018250352	0.0003630879
a24	0.9528847	0.033401772	0.00020088287	0.013176006	0.00033667003
a18	0.5804939	0.1176324	0.00067140383	0.29870084	0.002501355
a31	0.13216156	0.30464095	0.0002666121	0.5617927	0.0011381516
a13	0.6983067	0.19425713	0.00047608998	0.10599981	0.0009602687
a31	0.05447293	0.13081229	1.9096191e-05	0.8143681	0.00032751245
a46	0.15946104	0.20441276	0.0044402247	0.6162173	0.015468669
a8	0.04474604	0.012480786	7.224502e-05	0.94177675	0.00092418573
</S>	0.02882508	0.026493972	0.0013985322	0.94129306	0.0019893649
