 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.8957026	0.10303497	1.1450852e-05	0.00014722765	0.00015428413	0.00027110343	0.0006783551
a8	0.44502667	0.5421256	5.132893e-05	0.0013045181	0.002987527	0.006963314	0.0015409933
a20	0.84190106	0.114382386	3.6144586e-06	0.00013332126	0.0007615504	0.036613863	0.0062042642
a8	0.8299478	0.06327319	1.2835702e-06	3.2369662e-05	0.0003230954	0.099973544	0.0064486535
a31	0.9630693	0.0068487795	1.2339158e-06	1.3619422e-05	0.00046105232	0.029018603	0.0005873976
a37	0.9647521	0.028175974	7.1508643e-06	0.00060156937	0.000518045	0.0058484734	9.674266e-05
a10	0.9897419	0.007917908	1.9342917e-06	6.8178264e-07	3.9355695e-05	0.0022509496	4.715806e-05
a31	0.9564449	0.013284994	3.659523e-05	1.6059827e-05	0.0011326624	0.029014053	7.0647744e-05
a21	0.9554905	0.017794034	2.4526578e-05	0.002002895	0.0065527325	0.018036082	9.922594e-05
a31	0.76083356	0.061279546	0.0008015205	0.00042909046	0.0251341	0.15122175	0.00030043375
a10	0.6320749	0.04078774	0.00016606582	0.00930588	0.037461057	0.2779414	0.0022629665
a17	0.16706173	0.063248105	0.0024360828	0.021285556	0.17643821	0.56821764	0.0013126626
a20	0.10129222	0.109858535	0.005027714	0.0246484	0.07537912	0.68114495	0.0026490379
a31	0.13684113	0.19696791	0.0058391537	0.027860297	0.05558976	0.572236	0.004665793
a39	0.1701195	0.1513702	0.0026055737	0.04396273	0.03415501	0.42593986	0.17184712
a31	0.260037	0.20329666	0.004614986	0.1376624	0.03978177	0.34948915	0.0051179375
a8	0.056434624	0.035820954	0.00062321645	0.023741687	0.025005436	0.38178822	0.4765858
a39	0.019555327	0.0044005504	0.0004301468	0.030591326	0.018139873	0.898802	0.028080799
a8	0.0028742468	0.0008106559	7.78423e-05	0.015210029	0.017873116	0.9085105	0.05464361
</S>	0.0015049177	0.0004764725	3.326338e-05	0.009725394	0.012339566	0.8997342	0.07618614
