 	è	che	è	entrato	da	qui	</S>
a31	0.36729088	0.1025084	0.000109398134	0.023406655	0.1769688	0.036219	0.2934968
a7	0.99810493	0.0018299252	3.6898425e-06	6.0823528e-05	1.07412845e-07	1.2335337e-07	3.9605735e-07
a18	0.7969157	0.03935061	1.7589209e-06	0.0020421536	0.00042469444	0.056451473	0.10481364
a31	0.3176837	0.18563521	5.434714e-06	0.011621674	0.0018221225	0.19426237	0.2889695
a46	0.061123308	0.008202057	5.2522053e-05	0.07335061	0.034953516	0.16740432	0.65491366
a31	0.10543198	0.017178956	0.000367152	0.008268759	0.007826024	0.5229255	0.33800164
a39	0.41105556	0.013820062	0.003561952	0.02880979	0.011449635	0.17787977	0.35342327
a28	0.000259573	0.00030384457	0.00010406249	0.001611753	0.007002308	0.9850026	0.005715864
a31	0.00031471497	0.0019310111	4.2130363e-05	0.015394703	0.009817133	0.97072303	0.0017772411
</S>	0.0033081162	0.0007536249	0.0002029778	0.0118707055	0.00041054978	0.026956102	0.9564979
