 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
a39	0.113340825	0.31967068	0.44710627	0.10347753	0.015918054	2.7671703e-08	1.5968402e-05	4.577793e-05	0.0003725848	3.685527e-05	1.5280184e-05	1.3494017e-07	1.4814878e-11	1.2980355e-08	6.133193e-09	3.744986e-09	8.446156e-09
a31	0.38449	0.32075095	0.19775908	0.09692317	6.7454545e-07	1.0117409e-08	8.912211e-06	3.174671e-05	1.9785337e-05	3.2047004e-07	1.3187809e-05	1.5343749e-06	5.801293e-12	7.548004e-09	3.5986787e-08	5.31816e-07	7.959468e-10
a20	0.04839908	0.87081426	0.080041595	0.00074124883	1.1048313e-09	1.5233672e-08	1.4149173e-07	4.8501974e-08	1.5715996e-06	3.6588696e-10	2.4591387e-07	1.2983367e-07	1.3817899e-11	9.913882e-11	1.0611793e-09	1.6473962e-06	6.8066706e-13
a31	0.96877915	0.022743057	0.0047027534	0.0037711093	3.045157e-08	1.1565913e-09	5.3907733e-08	1.6094868e-06	1.7273499e-06	1.409022e-08	5.673143e-07	5.2466373e-08	6.7335997e-13	1.7732606e-10	1.0509413e-09	8.227567e-09	5.1477517e-11
a21	0.8905675	0.06802181	0.037514355	0.003876954	5.807649e-08	1.0067764e-08	1.2542907e-07	6.906742e-07	1.7698849e-05	6.2359735e-09	5.6798683e-07	1.7161575e-07	8.781648e-12	2.3293809e-10	1.1453222e-09	4.7356075e-09	1.0315721e-11
a31	0.97702503	0.007905473	0.0041390164	0.010926149	6.548353e-07	5.0498217e-10	5.0164357e-09	1.0915259e-06	1.5490722e-06	1.6804181e-08	9.5287237e-07	6.735346e-08	6.095329e-13	2.3315225e-11	1.3510022e-10	1.9896265e-10	4.1868942e-11
a13	0.9063153	0.056586113	0.025939036	0.011119794	1.976394e-06	2.8106617e-08	8.2329954e-08	1.8695193e-06	3.3727447e-05	9.4739825e-09	1.8918633e-06	1.9901148e-07	4.0689713e-12	1.1446488e-10	5.242106e-10	3.7231418e-10	2.3812055e-11
a8	0.9623623	0.0033397914	0.00035609223	0.03267572	0.0012545233	5.6110775e-08	3.6250007e-09	1.5109387e-06	1.2531868e-06	1.3020515e-07	8.580181e-06	2.8509197e-08	1.2495176e-11	3.9780412e-10	1.6428994e-10	4.38718e-09	7.620356e-11
a24	0.69533986	0.01399825	0.0016628405	0.27523077	0.0136962915	1.9787239e-08	2.0893152e-08	4.3515965e-06	4.6967943e-05	1.7358612e-07	2.0348363e-05	5.2490027e-08	2.2024335e-12	8.61972e-10	2.7490282e-10	1.3019076e-09	1.6055628e-10
a8	0.1273882	0.009790319	0.0015182564	0.8376141	0.023384752	8.0271136e-08	1.3331413e-06	6.616625e-05	1.1843208e-05	2.9913505e-07	0.00022433848	1.5663775e-07	2.402475e-12	1.3320437e-09	8.214344e-10	2.3728601e-08	1.7307168e-10
a31	0.14089404	0.018839452	0.007273196	0.7853812	0.04738741	7.014955e-08	9.045747e-06	4.379708e-05	7.96934e-05	2.5332074e-07	9.156781e-05	2.624352e-07	1.4952572e-12	3.3744219e-10	6.428676e-10	6.092164e-08	4.4489049e-10
