 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	0.012690979	0.83308256	0.15388882	3.3289707e-05	0.00027197786	1.3468832e-05	2.5392376e-08	1.0232708e-09	2.0221355e-06	3.078577e-09	1.8706218e-07	1.524821e-08	2.4032307e-08	2.1533712e-08	1.38343485e-05	2.7020637e-06	4.678624e-10	4.9416825e-12	1.1855417e-13	1.2488711e-09	1.704882e-10
a17	0.008045212	0.967671	0.017823584	1.5502856e-05	0.0023431408	1.9161857e-06	4.7307895e-09	2.4062663e-07	0.0038116483	3.9560754e-07	0.00026465664	1.7211954e-07	2.2268254e-05	1.4243915e-08	3.081785e-09	2.275623e-09	5.2978113e-08	9.945112e-08	3.0391015e-10	6.833436e-08	3.2573438e-12
a31	0.00016418878	0.8285842	0.17122161	1.5320893e-05	1.8705866e-06	1.2577984e-05	5.7923315e-09	5.0551924e-11	2.5819497e-07	3.8269768e-10	3.2982268e-08	2.2119669e-10	6.5744845e-09	2.047809e-09	1.666401e-09	8.1679163e-10	1.2030483e-09	2.1269735e-09	2.82489e-13	2.64896e-13	1.0736604e-13
a17	0.0003160317	0.926881	0.07279684	4.658315e-06	4.368907e-07	5.933695e-07	3.671831e-09	2.7025988e-09	3.9072017e-07	1.3368459e-08	6.6314286e-08	1.4800541e-10	2.058018e-09	5.146659e-10	5.653211e-10	3.4370357e-11	1.9119659e-11	1.4017601e-10	8.2592396e-13	7.620929e-12	2.9831606e-14
a31	0.00018229187	0.9138831	0.08592901	4.368957e-06	6.225561e-08	1.1634924e-06	6.2873207e-10	2.9431384e-11	9.294083e-09	2.4678943e-11	7.621707e-09	7.1143064e-11	8.622645e-10	4.724e-10	8.989369e-10	8.951518e-11	3.9269154e-11	7.913893e-11	1.5233666e-14	6.993987e-14	7.374931e-14
a34	0.0009421095	0.9361452	0.062905096	7.4683016e-06	5.4750546e-09	8.654892e-08	9.321143e-10	5.350018e-10	3.7342325e-09	4.100898e-10	3.7669676e-09	3.247524e-11	1.3453376e-10	1.430851e-10	3.8916306e-10	9.652007e-12	2.261655e-12	1.3604761e-11	4.4451103e-14	1.0877873e-13	6.254801e-15
a1	0.00010969815	0.9779785	0.021907413	2.5116228e-07	7.185842e-07	7.300193e-07	2.081798e-10	4.166913e-09	1.2484644e-07	1.8258689e-10	1.7402289e-06	3.193398e-08	1.8767194e-07	2.1934001e-07	3.422837e-07	7.475856e-09	3.7063626e-09	2.323948e-09	3.640924e-14	9.254831e-12	2.4576605e-13
a35	0.01008964	0.952423	0.036954787	0.00018821284	0.00030651194	2.782201e-05	1.5648679e-08	1.8234707e-07	4.1592973e-08	7.5316364e-10	1.8896866e-07	1.211394e-09	7.293045e-08	5.074555e-06	4.261926e-06	6.813351e-08	7.815167e-08	2.1467107e-08	1.5585142e-12	4.0815103e-12	4.5120656e-13
a31	0.05421648	0.91257674	0.018014468	0.00075052015	0.00970096	0.0007714747	1.0746342e-06	1.7173923e-07	1.5493545e-06	1.1451755e-08	7.3426605e-07	6.4143024e-09	1.4657869e-07	0.00031489253	0.0036212243	2.897778e-05	5.456607e-07	2.7617224e-08	4.7780304e-12	1.2011332e-10	2.1461648e-11
a20	0.0042360104	0.8372277	0.010999887	8.469665e-05	0.12835814	0.0006543387	5.051298e-07	4.276664e-08	1.396971e-06	3.2175838e-09	1.4826455e-06	7.549681e-09	7.461031e-08	0.0025134212	0.015773196	0.0001486939	3.6738672e-07	3.61333e-09	1.4207702e-11	3.0202527e-10	4.2054238e-12
