 	hai	già	mangiato	</S>
a38	0.365003	0.557781	0.062270228	0.014945781
a31	0.8834491	0.11524346	0.0012948167	1.2664982e-05
a20	0.27091923	0.7284064	0.00067424256	1.0795511e-07
a31	0.94980186	0.033760805	0.016282031	0.00015532
a27	0.14133939	0.724159	0.1335569	0.00094469974
a31	0.41594207	0.10768439	0.46613762	0.010235984
a20	0.22882831	0.32908928	0.4231643	0.018918112
a31	0.008769533	0.007953185	0.95654947	0.026727837
a39	0.07241278	0.013189403	0.4816335	0.43276426
a20	0.00019391917	0.009035986	0.9745524	0.016217658
a10	0.00095102034	0.009859356	0.973007	0.016182547
</S>	0.001926288	0.023185307	0.9672651	0.0076232688
