 	dovevo	comprare	il	pane	</S>
a31	0.9800096	0.004381691	0.015200653	0.00028662986	0.00012148484
a46	0.0009780306	0.31192088	0.6864641	0.0006370452	1.709889e-08
a31	0.7329095	0.25172618	0.0151644815	0.00019802865	1.7287872e-06
a18	0.3140015	0.2755822	0.3956125	0.014797223	6.6383e-06
a13	0.8056825	0.18021862	0.010377825	0.003666617	5.4501368e-05
a0	0.9599114	0.03466556	0.0032420682	0.0021760655	4.90643e-06
a20	0.99968636	0.00016953274	1.9787512e-05	0.00012311124	1.2196075e-06
a7	0.99264055	0.0019691421	0.0009998302	0.0043553854	3.509977e-05
a20	0.5998106	0.00043594738	0.0067157852	0.38630506	0.0067325477
a31	0.27052253	0.0016051425	0.023637692	0.6796844	0.024550261
a11	0.99529403	0.0001915302	0.00011867331	0.0007189308	0.003676859
a39	0.05352734	0.00016151009	0.01155643	0.9305702	0.004184603
a31	0.0048455554	3.804711e-05	0.0034027207	0.9474475	0.044266205
a13	0.63565904	0.0015037784	0.010267012	0.25114527	0.10142488
a17	0.0028165379	0.00027276142	0.01802181	0.9713438	0.0075450554
a31	0.0016778373	0.00020917786	0.010844034	0.95470697	0.0325621
a46	0.011526904	0.0009983294	0.029705986	0.5637693	0.39399946
a20	0.0027104318	0.0010013203	0.020531764	0.9522105	0.023545958
a31	0.0021279273	0.0006030345	0.017120412	0.9218276	0.058321
</S>	0.0038544685	0.00041609048	0.027708432	0.39521378	0.5728072
