 	voglio	che	Maria	che	venga	domani	</S>
a8	0.06023417	0.90939826	0.006902856	0.0052669016	0.018192621	3.4361867e-07	4.867553e-06
a31	0.025861207	0.95170516	0.022324588	9.8111974e-05	1.0632676e-05	1.5723818e-09	3.2606997e-07
a8	0.4466268	0.546155	0.007172259	3.860226e-05	7.1190975e-06	5.2079507e-08	1.2956316e-07
a31	0.23449591	0.76359224	0.0015179226	0.00013225712	0.0002616316	1.844172e-08	5.598679e-08
a24	0.48201752	0.5103849	0.005823183	0.0009734634	0.0007875701	1.3075505e-05	3.1290315e-07
a31	0.69633144	0.29724205	0.005416664	0.00066082587	0.0003255675	1.0859305e-05	1.24955395e-05
a46	0.20844774	0.42161444	0.12192661	0.121574946	0.12637275	5.220477e-05	1.1359215e-05
a31	0.8118498	0.10102749	0.010446161	0.025497982	0.051165614	8.396323e-06	4.6611417e-06
a29	0.0010172261	0.018619427	0.027477343	0.40299067	0.54989004	3.874673e-06	1.4600225e-06
a20	0.08513274	0.049022287	0.053888276	0.27735725	0.53275573	0.0013074005	0.0005363658
a0	0.42902085	0.123580046	0.11732044	0.13469788	0.17502439	0.016876904	0.003479622
a31	0.3308429	0.18634832	0.173219	0.13541985	0.109782904	0.051297616	0.013089446
a23	0.01626538	0.07475363	0.035155106	0.32761833	0.51261157	0.0031335375	0.030462446
a31	0.044077966	0.1693058	0.28243965	0.20624055	0.09157002	0.15541849	0.05094756
a18	0.0021676426	0.024743704	0.027016487	0.31024504	0.33050272	0.005252541	0.30007187
a37	0.01651787	0.12493655	0.18384565	0.17781806	0.11052689	0.33068272	0.055672213
a31	0.012941726	0.0931241	0.15040416	0.2305301	0.20407498	0.25163898	0.05728593
a20	0.0015759296	0.021166818	0.020079346	0.18551059	0.22624949	0.01082294	0.5345949
a31	0.017350348	0.12351528	0.07251753	0.08922506	0.08316832	0.5831898	0.031033661
</S>	0.0004906738	0.011063481	0.02090252	0.10336545	0.11888319	0.017393336	0.72790134
