 	che	non	li	aspetiamo	</S>
a20	0.98444486	0.013102162	7.1743298e-06	0.002402489	4.3289656e-05
a8	0.31737134	0.680777	2.4011948e-07	0.0018512913	5.0799922e-08
a7	0.9933931	0.0065078977	7.776411e-08	6.0802027e-05	3.8095957e-05
a35	0.9451633	0.052089337	1.0142349e-05	0.00236157	0.00037559622
a46	0.92228943	0.05901785	3.0244264e-05	0.01715342	0.0015090503
a31	0.97946095	0.01524072	0.00013776592	0.003628138	0.0015324472
a11	0.81311023	0.16015343	0.0002113376	0.023933932	0.0025910744
a31	0.43875474	0.09941598	0.0055861445	0.3402438	0.115999274
a0	0.74020636	0.20006892	0.0012126336	0.04803131	0.010480733
a31	0.001700774	0.011918542	0.0020527912	0.94834334	0.035984617
a30	0.046682153	0.013411829	0.010060421	0.88475126	0.04509439
a0	0.0010317854	0.004494354	0.00045469851	0.9898421	0.0041770237
a31	0.00039654944	0.0032701327	0.0021404636	0.9923036	0.0018892129
</S>	0.00070155715	0.00123523	0.010514113	0.78663987	0.20090914
