 	lo	posso	finire	di	fare	</S>
a20	0.9802726	0.010193256	0.0008026475	0.0006667477	0.00013859857	0.007926044
a31	0.007441449	0.7184333	0.2739476	0.00016926187	6.9429598e-06	1.4313403e-06
a46	0.00018026466	0.08068213	0.9191298	7.097144e-06	6.147455e-07	2.5133258e-09
a31	0.30480823	0.62138057	0.073656775	6.961103e-05	5.8072124e-05	2.6715126e-05
a41	0.004051682	0.19298632	0.79920155	0.00019739063	0.003434662	0.00012839126
a18	0.71527827	0.1911108	0.090097986	0.0012853703	0.0021008374	0.00012670939
a7	0.9912451	0.0036822653	0.0030773932	0.0013314004	0.0006480456	1.5839709e-05
a41	0.9189928	0.018086169	0.011284207	0.0068826685	0.044366762	0.00038732536
a31	0.23907028	0.19606538	0.07477126	0.007407097	0.4806207	0.002065379
a0	0.8248077	0.015619622	0.08144066	0.01669085	0.025245927	0.03619531
a31	0.023421751	0.009134684	0.0043282085	0.013150483	0.94831276	0.0016520257
a39	0.18075857	0.04189095	0.0351139	0.019426018	0.46893072	0.25387982
a46	0.030252106	0.009008861	0.0043737018	0.032391902	0.9153568	0.008616626
</S>	0.006885995	0.0023096781	0.0023846254	0.011385527	0.9539288	0.023105254
