 	si	è	rotta	la	coppa	</S>
a31	0.9693313	0.018317597	0.00040981156	0.007708099	0.004188817	4.428692e-05
a20	0.8739463	0.12596543	5.175526e-05	2.2114868e-05	1.4386933e-05	1.3891359e-09
a19	0.98408383	0.012137092	1.2367087e-05	0.00018405348	0.0035708176	1.1887166e-05
a18	0.92247343	0.0051865606	2.4989993e-05	0.0013392813	0.070829265	0.00014646018
a27	0.84679085	0.0022700964	9.5472824e-05	0.00030803593	0.14949913	0.001036378
a31	0.022690611	0.00074023555	0.00037279676	0.0002773174	0.9561549	0.019764155
a39	0.6935966	0.011620476	0.0017780616	0.00017546226	0.15504092	0.13778844
a31	4.3497774e-05	1.4781324e-06	2.9699659e-06	0.00080358965	0.9914396	0.0077088857
a46	0.004455653	9.502224e-06	2.7460823e-05	0.0015714644	0.5992416	0.39469436
a31	3.206652e-05	6.130368e-07	2.399959e-05	0.02496841	0.9686365	0.0063384515
a20	4.0671093e-05	2.0000634e-06	6.502418e-06	0.0028074887	0.87720895	0.11993432
</S>	3.3585327e-06	2.7765878e-07	7.31205e-05	0.059753392	0.93191534	0.008254595
