 	che	consuma	poco	benzina	</S>
a31	0.09820626	0.022211574	4.7383714e-06	0.022991337	0.85658616
a41	0.00011985164	0.9997615	1.1282477e-05	0.00010702445	1.901433e-07
a31	0.48341453	0.50857306	1.1793497e-05	0.006793394	0.0012072228
a28	0.08545141	0.89379513	1.2462145e-05	0.020719914	2.1143984e-05
a24	0.8774501	0.11981936	6.441636e-06	0.0025144208	0.00020967268
a31	0.9792261	0.01969192	5.2135783e-06	0.00058973726	0.00048704838
a11	0.9936673	0.0004504373	4.525484e-05	0.00014801616	0.00568891
a31	0.71036935	0.009376472	0.00029127023	0.04976292	0.2302
a46	0.003680411	2.0641612e-05	7.4082976e-07	0.002393793	0.9939044
a31	0.014443411	0.00023783946	7.109865e-06	0.32744765	0.657864
</S>	0.008032689	0.00042873272	0.00022289246	0.026426382	0.96488935
