 	mi	si	gonfiò	il	dito	</S>
a31	0.9600071	0.01699586	0.0004469847	0.014560397	0.003936402	0.0040532197
a11	0.9916923	0.005463788	0.002839982	3.5648811e-06	4.0386053e-07	2.4160812e-08
a31	0.6592657	0.027069984	0.0010741964	0.009246231	0.17812015	0.12522373
a15	0.7982383	0.025163451	0.010424411	0.021866947	0.118172385	0.02613449
a31	0.2288753	0.0027492133	3.146609e-05	0.0010945725	0.12421256	0.6430369
a0	0.83094466	0.009810641	0.0003191728	0.003759274	0.060939714	0.094226494
a46	0.038310338	0.0016258226	2.575637e-05	0.0063523967	0.9458362	0.007849532
a31	0.025235327	0.0014078668	9.642656e-05	0.0041212407	0.9602151	0.00892409
a18	0.03173114	0.004082299	0.00043305958	0.009965534	0.7785931	0.17519489
a31	0.032192335	0.0015294974	0.00094649446	0.093503445	0.8707255	0.0011027505
a24	0.013002104	0.0006586535	0.001160287	0.10536894	0.74513364	0.13467635
a28	0.08618809	0.0015459534	0.0012758849	0.112785175	0.7871039	0.011100954
a13	0.07199557	0.0016610306	0.0019437063	0.16649066	0.7491619	0.0087470785
a20	0.054360732	0.001463492	0.0018819426	0.1894822	0.7437708	0.009040969
a17	0.037315782	0.001254356	0.0017249978	0.20975472	0.7401206	0.009829665
a39	0.029732803	0.0016958972	0.00241687	0.26152644	0.6905052	0.01412281
a20	0.016301965	0.001339462	0.0022490632	0.24859582	0.7021326	0.02938109
a31	0.0081162	0.00074673834	0.0012453481	0.22087453	0.73422414	0.034793027
a41	0.0011727267	0.0004442149	0.0011190632	0.19813533	0.47172365	0.32740504
a8	0.017351897	0.0044896426	0.0057467343	0.20135975	0.74088687	0.030165086
a37	0.0048409733	0.0013566444	0.0033857601	0.15517396	0.75866187	0.076580785
a8	0.0019049629	0.0003545441	0.0005076107	0.16359705	0.7822327	0.051403087
</S>	0.004062422	0.0014687673	0.0037832656	0.14750546	0.77130204	0.07187807
