 	vuole	andare	a	Lecce	</S>
a20	0.023040544	0.01810038	0.029620247	0.928992	0.00024681148
a31	0.10439009	0.87770385	0.0050855693	0.011846329	0.0009741323
a18	0.32795456	0.670898	0.0010219382	0.000121461795	4.004703e-06
a46	0.05398419	0.07046047	0.0015410624	0.6970822	0.17693207
a37	0.0020489818	0.004496916	0.00027451527	0.93727493	0.055904627
a23	0.0003467328	2.9684636e-05	1.2230196e-05	0.997106	0.0025053269
a18	8.228626e-06	2.4620202e-05	4.982059e-06	0.99949086	0.0004712684
a38	5.073081e-07	0.00011295898	1.9902558e-05	0.99970144	0.0001651678
a37	1.8387849e-06	9.529125e-05	2.3004362e-05	0.99774617	0.0021336456
a31	7.256106e-05	0.00027897747	0.0001045245	0.90308964	0.09645429
a20	4.9705836e-06	0.0003272435	0.0002272613	0.98813665	0.011303906
</S>	9.398445e-05	0.010437344	0.0055486904	0.64709496	0.336825
