 	il	lenzuolo	vuole	lavato	</S>
a31	0.008348114	0.98330784	0.0019479896	0.0055558695	0.0008402391
a7	3.9147685e-06	0.9940002	0.0059947823	1.1633024e-06	1.884956e-09
a31	0.006224974	0.98979795	0.0017934645	0.0021604518	2.314821e-05
a0	0.0018099634	0.98817354	0.0065614386	0.0034292736	2.581081e-05
a17	0.0021923473	0.9900517	3.078976e-05	0.0075256727	0.00019944755
a13	0.00025056896	0.9940301	3.8825962e-07	0.005700523	1.8343568e-05
a31	0.00022695848	0.9898756	5.4431994e-06	0.009858904	3.3117427e-05
a17	4.641257e-05	0.99402916	4.4900982e-05	0.0057240543	0.00015550735
a8	0.0004711995	0.19659974	0.005643426	0.7770475	0.020238155
a31	0.00053223997	0.37532	0.0034502293	0.6003562	0.020341365
a24	9.781506e-05	0.7586033	0.0013192093	0.20597872	0.0340009
a46	0.00033300198	0.3590344	0.0076554203	0.57445395	0.058523286
a24	0.0011929197	0.1729773	0.03240817	0.7082407	0.08518099
a37	0.0008871516	0.18031171	0.0051446813	0.58114785	0.23250857
a31	0.0024927435	0.057024516	0.024839977	0.6205045	0.29513833
</S>	0.002508342	0.06267621	0.017742803	0.3947298	0.52234286
