 	non	mi	aspetti	che	non	vengo	</S>
a31	0.06592746	0.0165736	0.41153085	0.44779226	0.047514264	0.0038277728	0.00683385
a37	0.0025608686	0.17508791	0.8198704	0.001314668	0.001164879	4.9138174e-07	7.75349e-07
a31	0.0035147702	0.021827348	0.9743755	0.00012469929	7.872564e-05	4.226673e-06	7.470931e-05
a24	0.0028349871	0.0060502593	0.98893845	0.0013080213	0.000695459	8.397302e-05	8.888387e-05
a46	0.0034893677	0.009813132	0.98309106	0.0009770273	0.00039575255	5.8235157e-05	0.002175366
a31	0.07257796	0.0035950406	0.8928344	0.0017592682	0.00043142625	0.0053514685	0.02345043
a1	0.24242422	0.010086484	0.31938243	0.021050366	0.0059691747	0.32374644	0.07734091
a31	0.1339788	0.018045064	0.08134176	0.007948525	0.003550611	0.7535463	0.0015888964
a20	0.03483825	0.06573831	0.1618524	0.22644176	0.01978327	0.41939738	0.071948595
a41	0.10303857	0.24411684	0.05537762	0.01741348	0.030512277	0.54393834	0.0056028254
a31	0.03776662	0.21534806	0.13647798	0.02633669	0.025316639	0.51061314	0.04814085
</S>	0.0028436896	0.008047993	0.023565518	0.008883789	0.0037082229	0.043298133	0.9096527
