 	era	molto	stanco	</S>
a46	0.36755875	0.6322911	0.00010897018	4.113619e-05
a8	0.002780477	0.9972144	3.8602893e-06	1.4670112e-06
a37	0.040965494	0.9590265	3.6941808e-06	4.368812e-06
a31	0.107633434	0.8920953	0.00017921603	9.200702e-05
a0	0.20353189	0.79612225	0.00028306618	6.2718915e-05
a20	0.66312844	0.32861087	0.0074036326	0.0008570514
a31	0.15281607	0.72097933	0.12145332	0.004751292
a39	0.30026704	0.69832593	0.0013999589	7.0448814e-06
a41	0.05569029	0.8785512	0.057690386	0.008068061
a31	0.017954778	0.81124645	0.15387544	0.016923362
a28	0.05347026	0.90930265	0.023088107	0.014138986
a11	0.05438951	0.2928552	0.62091404	0.031841226
a20	0.014095203	0.11106388	0.8566247	0.018216237
a31	0.004064009	0.052389376	0.9100671	0.03347954
a11	0.0037915972	0.47011253	0.08202024	0.44407558
</S>	0.019383729	0.02046712	0.9419711	0.018177984
