 	non	so	cosa	stai	scrivendo	</S>
a31	0.002077201	0.44213283	0.0045854384	0.51774067	0.030655729	0.0028081755
a21	0.0002774775	0.0032663643	0.013684688	0.79284143	0.18977858	0.00015151201
a31	0.003913471	0.39331302	0.0025099213	0.5232947	0.07675672	0.00021215485
a10	0.00035931534	0.15781851	0.0046716165	0.5728377	0.2640493	0.0002635267
a7	0.0022434574	0.064077735	0.0003609543	0.4997459	0.4292538	0.004318123
a41	0.0009415453	0.00062457146	1.2754842e-06	0.024191556	0.97290874	0.001332264
a31	0.0010880668	7.79289e-05	3.473416e-07	0.006614452	0.98912394	0.0030952466
a8	0.00012386267	9.430198e-06	3.7006146e-08	0.0003474139	0.9988875	0.0006318318
a31	0.0013327351	4.1932348e-05	1.629749e-05	0.005284065	0.98827094	0.0050539956
a8	0.002816487	0.0011169458	0.00035364248	0.012177243	0.9653584	0.01817731
a23	0.0014010252	0.0048993477	0.0017243294	0.08720229	0.87166077	0.03311216
a8	0.00015701307	0.00094403815	0.00022583676	0.022572353	0.92651063	0.04959008
a31	0.00014424474	0.008309277	0.00054938596	0.037997123	0.79534644	0.15765351
a21	0.00033556085	0.16376837	0.0039651734	0.08757282	0.46028456	0.28407356
a31	0.00012474577	0.007642046	0.00076047896	0.017400773	0.6945155	0.27955642
a24	0.00028574993	0.15564495	0.0032653452	0.13804589	0.3803871	0.322371
a21	0.00026664222	0.04775681	0.001967142	0.02998008	0.5101722	0.4098571
a31	0.0003833764	0.18228729	0.0047899736	0.082627244	0.31089064	0.41902152
a17	0.0006811013	0.12212039	0.006473607	0.10600456	0.31547073	0.44924963
a20	0.0006728449	0.02264335	0.0027592902	0.02067842	0.4401368	0.51310927
a0	0.0007926701	0.016566126	0.0030203587	0.023895614	0.47954994	0.4761753
a31	0.00046993486	0.025738474	0.002898634	0.038719583	0.4162676	0.51590574
a8	0.0007414621	0.034958486	0.006310114	0.09747535	0.25312158	0.607393
a37	0.0013083244	0.008245461	0.0039755534	0.03557492	0.54715294	0.4037428
</S>	0.00024670694	0.006363312	0.0009835535	0.015725378	0.3397403	0.6369408
