 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
a31	0.09919661	0.77674276	0.1191861	2.3808536e-05	0.0046105925	6.25413e-05	4.360274e-07	2.8127943e-07	0.00017027002	5.2748396e-07	1.3891977e-07	4.0466395e-09	3.0157014e-06	9.034856e-08	1.2581941e-06	6.1856076e-07	1.0102654e-06
a11	0.04376698	0.9489686	0.006038181	1.0799529e-06	0.00052398443	6.0011234e-07	2.385481e-10	5.423078e-07	0.000611558	1.0065818e-06	3.779658e-08	3.0604692e-08	2.3741231e-05	6.323104e-10	6.323121e-05	4.973038e-07	2.8302834e-11
a37	0.19267243	0.6147408	0.19227044	6.706325e-07	0.00026150694	5.043922e-05	2.2488753e-09	2.2017805e-09	1.0832471e-06	6.858336e-08	1.8392363e-08	4.3255786e-09	1.3222166e-06	2.8099993e-08	1.0495546e-06	1.4485572e-07	2.3881794e-08
a28	0.37696025	0.5265551	0.09621523	7.157635e-08	5.3756707e-05	0.0001342005	2.5040108e-09	5.7056115e-10	1.2844234e-06	3.2100513e-07	7.23842e-07	5.675555e-07	2.03086e-05	2.4791175e-06	5.3096028e-05	2.2097936e-06	3.5453365e-07
a31	0.5516268	0.39100456	0.057224333	5.506997e-08	1.7008995e-05	7.106865e-05	1.2795699e-08	3.7233183e-10	1.8783211e-07	4.81638e-08	5.2645123e-07	1.9565446e-06	2.5358366e-05	2.954418e-06	1.7662149e-05	6.917349e-06	5.850225e-07
a21	0.63425785	0.21498536	0.15038525	3.4132236e-07	7.984988e-05	0.0002189019	4.598111e-08	5.967808e-09	4.0481424e-07	5.844184e-08	1.4290179e-06	3.3379697e-06	1.5884429e-05	2.9796854e-07	4.165838e-06	4.6395235e-05	5.5340627e-07
a31	0.85270524	0.1319364	0.015355669	2.0935032e-07	1.3033982e-06	6.5695167e-07	7.3678486e-08	3.6446965e-10	8.1669455e-10	1.6850198e-10	1.3278124e-09	1.4019072e-08	1.8167027e-08	6.058929e-08	2.3217376e-08	1.813363e-07	6.93078e-08
a10	0.9829912	0.012709688	0.004292161	7.346047e-07	5.0127737e-06	4.6285408e-07	6.0419905e-09	4.870448e-09	1.1001923e-08	3.7061036e-09	6.2196865e-09	4.6935607e-08	1.0227149e-07	1.6339868e-07	3.1920244e-08	3.436669e-07	2.2292934e-08
a31	0.9722465	0.021514313	0.0061855433	1.4775225e-05	3.180268e-05	1.4239114e-06	3.8554856e-07	1.5674388e-07	9.7593045e-09	1.4239676e-09	1.5552454e-09	3.5651493e-09	1.9047233e-09	1.0105019e-08	1.2638468e-08	5.0870653e-06	2.3089978e-08
a3	0.9964978	0.003326143	0.00017311572	6.0038093e-07	1.9016342e-06	3.105308e-08	1.2432014e-09	1.1542207e-09	3.795997e-08	3.0641758e-08	6.5238073e-09	8.415585e-09	2.800997e-07	7.9273526e-08	3.0290256e-08	3.5063735e-08	2.3359354e-08
