 	la	pasta	vuole	sale	</S>
a31	0.8212996	0.14805458	0.0022524295	0.003778565	0.024614798
a15	0.00012271052	0.9917019	0.008158334	1.7002656e-05	3.6992375e-08
a31	0.039679732	0.8004805	0.0008782561	0.020727959	0.13823354
a13	0.030866014	0.87723255	0.0037968284	0.06896136	0.019143306
a31	0.045141887	0.009032013	5.2623156e-05	0.022940725	0.9228328
a6	0.0878691	0.042166237	0.0007720022	0.49110848	0.37808415
a31	0.487132	0.0047877496	0.00019043052	0.4875619	0.020327866
a46	0.048599143	0.014772814	0.0021067115	0.9238193	0.010701967
a31	0.00013786333	0.0003512266	0.00084753206	0.99799573	0.0006676998
a46	0.00049700023	0.0011926806	0.00030100302	0.9872255	0.010783817
a20	0.0016833538	0.0006953238	0.0024028178	0.994365	0.0008536307
</S>	0.0003520321	0.00028069588	0.0011918016	0.99739337	0.00078207086
