 	non	ha	che	li	aspettiamo	</S>
a46	0.21728085	0.7492798	0.0330863	7.542354e-08	0.0003114897	4.1477295e-05
a31	0.11015965	0.86352944	0.026309399	1.439253e-10	9.250623e-07	6.312584e-07
a15	0.013910642	0.977116	0.008947496	1.3248488e-09	2.5841977e-05	2.1918896e-09
a31	0.20941007	0.5977652	0.19280246	2.6882311e-08	1.16763085e-05	1.0652267e-05
a28	0.23605958	0.6034938	0.15951489	9.707813e-07	0.0009197395	1.1086803e-05
a20	0.9799336	0.014236536	0.0057975734	6.590394e-08	2.518377e-05	7.040894e-06
a11	0.9958276	0.0027499862	0.0009400935	6.489954e-07	0.00047336938	8.340053e-06
a31	0.680375	0.017725924	0.01851147	0.003769835	0.27153456	0.008083213
a11	0.8897293	0.036958862	0.02399289	0.00032112544	0.03981432	0.009183506
a31	0.0026043348	0.0066567156	0.010828524	0.0007694788	0.9771917	0.0019492811
a46	0.017125646	0.007819466	0.0059381085	0.0020924748	0.93234706	0.034677252
a31	0.002043247	0.0029545324	0.008957852	3.9614137e-05	0.9855085	0.00049623876
a11	0.06397661	0.02799992	0.02555834	0.0033153251	0.80379945	0.07535038
a31	0.0024157537	0.0014628837	0.0038603358	1.8708157e-05	0.9918622	0.00038013546
a11	0.10462759	0.040465213	0.040518697	0.008128531	0.60918397	0.19707607
a46	0.002044803	0.0011547691	0.0031208366	4.1458927e-05	0.9933575	0.0002806248
</S>	0.004176506	0.0017803145	0.0054630684	0.00036180255	0.9876522	0.0005661306
