 	ho	rotto	una	bottiglia	</S>
a31	0.0060516973	0.051652428	4.9355924e-05	0.9057727	0.03647379
a21	0.017088197	0.3137	0.010064535	0.659084	6.325842e-05
a31	0.00074717193	0.05476055	1.0312112e-05	0.944291	0.0001910708
a35	0.0009776655	0.006695196	6.991877e-06	0.99208575	0.00023436634
a31	0.0064013037	0.012744281	1.9915199e-06	0.97933507	0.0015173829
a24	0.060393658	0.017741881	2.4299376e-05	0.9216221	0.00021812097
a37	0.005786732	0.003586528	4.0568248e-06	0.9903024	0.0003202762
a31	0.25764394	0.1635382	0.0027859074	0.55983484	0.01619716
a33	0.027509877	0.01214203	0.004255685	0.16340558	0.7926868
a31	0.00032845282	0.0021904123	7.939584e-05	0.8535537	0.14384809
</S>	0.00019851443	0.0005611216	0.0001085649	0.0554366	0.94369525
