 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
a8	0.04316582	0.81362385	0.04344314	0.09792626	0.0018189016	2.179968e-05	4.5388333e-08	4.312576e-09	5.132925e-10	2.2161015e-07
a31	0.020940699	0.7832494	0.19548465	9.275056e-06	0.00031600322	1.894331e-10	2.450551e-08	1.1219777e-09	3.170192e-11	8.483311e-10
a39	0.009309737	0.9765672	0.014067792	5.131699e-07	1.5753494e-05	6.874136e-10	3.8853752e-05	1.2701325e-07	3.4131173e-10	1.7091964e-10
a31	0.17485735	0.6514097	0.17345792	4.9695347e-05	0.00022518256	1.234254e-07	4.4786095e-11	2.3666404e-09	8.8706744e-13	2.7602597e-11
a27	0.049411207	0.9073747	0.04311644	2.1366315e-05	7.602416e-05	2.0767324e-07	5.4351346e-09	1.5373963e-08	1.0627332e-13	1.5385715e-13
a11	0.69924295	0.19694535	0.10303338	0.00039131776	0.00038322236	3.7708498e-06	6.201902e-12	4.4087461e-10	1.6666638e-13	8.0647376e-13
a37	0.95649004	0.010970824	0.031329874	0.0009535313	0.00024831854	7.4655613e-06	4.4893735e-11	7.3208284e-10	6.188662e-13	5.5825293e-13
a31	0.9730057	0.0018552843	0.019528616	0.004852663	0.0007017894	5.594699e-05	8.0930473e-10	2.1845643e-09	7.7893265e-12	5.206635e-12
a3	0.9735083	0.0023515678	0.02368168	8.4768326e-05	0.00037216238	1.3732894e-06	5.661346e-09	1.5388599e-07	1.0179397e-12	2.970513e-11
a20	0.83641964	0.013882318	0.132339	0.010272244	0.0067242053	0.00036248204	4.0821423e-08	5.5061726e-08	9.454433e-10	2.1541093e-09
a31	0.89275044	0.011733192	0.08962131	0.001965353	0.0037159375	0.00021365151	3.5491055e-08	7.729474e-08	5.727291e-10	8.900724e-09
a11	0.7037143	0.016310707	0.1894678	0.035571624	0.0540301	0.0009051243	1.5025394e-07	2.2013036e-07	5.305096e-10	3.88425e-08
a31	0.6233186	0.03769884	0.3236011	0.00171958	0.012629155	0.000977812	1.4300814e-06	3.3577606e-05	1.6043852e-08	1.9965231e-05
a29	0.23893087	0.061591644	0.21075061	0.35579753	0.09949573	0.03341999	3.9653087e-06	2.2193954e-06	5.1321024e-08	7.3414985e-06
a39	0.5800401	0.05883821	0.33570063	0.006257456	0.013028536	0.0032638502	1.7740465e-05	0.00094915635	1.8082275e-07	0.0019042465
