 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a23	0.9608264	0.011526458	0.019907245	0.0077370917	8.989625e-07	5.957758e-07	1.6975681e-08	9.989686e-07	1.1103234e-12	1.0667281e-10	1.9214855e-07
a31	0.84615165	0.0038680872	0.016819976	0.026682504	1.1046642e-05	0.00076382066	3.1681003e-07	0.10570253	7.556423e-12	5.0547e-10	2.9982942e-08
a20	0.32017863	0.4779461	0.19125125	0.010172909	3.1420876e-07	1.23395275e-05	1.2121562e-08	0.00043845226	2.4827192e-11	2.4681923e-10	4.626098e-09
a13	0.9945156	0.0033970966	0.0010340759	0.00059572683	1.2046709e-07	1.384822e-07	4.2002295e-09	0.000457307	5.8175127e-12	5.2083362e-11	3.3882128e-10
a37	0.9923883	0.0014313925	0.0003020562	0.00021018316	2.231827e-07	2.9536059e-06	1.0897261e-07	0.0056646992	2.637024e-10	1.2188754e-09	2.6532454e-09
a31	0.99699914	0.0016108867	1.2387038e-05	8.4926705e-06	3.1845616e-07	1.029333e-06	2.1565253e-07	0.0013675649	1.5922419e-09	6.079276e-09	3.134778e-10
a43	0.9583067	0.041253302	0.0002592694	0.00010271036	4.3894477e-07	3.782288e-07	6.687509e-08	7.711108e-05	1.6044259e-09	7.9900736e-10	4.2051038e-10
a31	0.99954164	0.00013045185	9.273983e-06	2.322758e-06	1.1035694e-06	1.1543033e-07	4.812488e-07	0.00031467347	4.9440034e-09	1.2865958e-08	3.419484e-11
a24	0.99719316	0.0027032567	1.8553555e-05	3.3159915e-06	4.796673e-07	8.722849e-07	1.0563968e-07	8.029408e-05	3.7300116e-10	1.623098e-09	7.7527e-11
a7	0.9884361	0.001312637	8.51052e-05	3.7716076e-05	3.3825772e-06	6.729e-05	1.0700692e-05	0.0100471	1.4672598e-10	4.4663415e-09	1.6525573e-09
a31	0.96923584	0.0014673133	0.0037065507	0.00053543434	1.41122455e-05	0.00017074164	0.000112771784	0.024755577	5.217277e-09	5.009035e-07	1.146864e-06
a13	0.951413	0.005063567	0.00095976645	0.00021029112	3.1130196e-05	0.00084906287	0.00014133393	0.04130848	2.046459e-07	2.231396e-05	9.545829e-07
a28	0.6087333	0.00067447044	0.08845681	0.017076816	0.0008807556	0.0174408	0.007797059	0.25824293	3.3653592e-07	0.00011668094	0.000580069
a20	0.39361978	0.00051214144	0.028655324	0.0048813755	0.00019674118	0.013197133	0.002890393	0.5558713	1.8350259e-07	2.7459739e-05	0.0001481433
a31	0.24038105	0.0012721275	0.022776885	0.0040999623	0.00022379858	0.01075834	0.00436353	0.7155284	1.928067e-06	0.00015905802	0.0004348525
a37	0.905071	0.021280358	0.014237203	0.010129713	4.5932462e-05	0.0010047121	0.0004448521	0.04763	2.9891544e-06	8.3469975e-05	6.9815374e-05
a1	0.7770711	0.0018462056	0.16899554	0.01337114	0.0006286348	0.0044640168	0.0027421974	0.028828705	1.0131094e-05	0.0015442788	0.00049797684
a28	0.6814246	0.0033272908	0.1721543	0.022682417	0.00067238155	0.008849291	0.007494141	0.098686054	2.1347769e-05	0.003952522	0.00073561014
a1	0.8276861	0.004615808	0.10437225	0.01454543	0.00034090658	0.0033204558	0.0029503612	0.04078223	9.5523665e-06	0.0010130528	0.00036387876
a28	0.75423735	0.008729703	0.13934661	0.029219642	0.00054339686	0.004833969	0.006588972	0.05337508	2.5030964e-05	0.0025074065	0.0005927892
a31	0.81519836	0.0135313785	0.11296088	0.022849659	0.00060010975	0.0024940274	0.0047284383	0.02506222	2.847201e-05	0.0019809508	0.00056552584
a20	0.6226694	0.0150802955	0.044593275	0.2921676	0.00041226737	0.0024991992	0.0019393448	0.018809013	1.6569375e-05	0.0001061184	0.0017068562
a31	0.6382653	0.09297955	0.17934623	0.014826885	0.0034586967	0.0027216242	0.017201653	0.021204492	0.0008434495	0.028029516	0.0011225779
a20	0.19853793	0.015016867	0.060788386	0.41245574	0.013695708	0.028101258	0.044944882	0.09687221	0.0002943762	0.0027276531	0.1265649
a31	0.28329736	0.1812491	0.1843961	0.010871265	0.009331065	0.003975381	0.044897825	0.027125457	0.0066515957	0.24034011	0.007864697
a8	0.029013984	0.004773856	0.027605636	0.13553053	0.02660828	0.054083657	0.09676753	0.1350847	0.0005662969	0.011454463	0.478511
</S>	0.050233442	0.30607113	0.0552078	0.0069276975	0.014705402	0.009727012	0.12286127	0.06874713	0.014135575	0.334869	0.016514502
