 	perché	aveva	lavorato	molto	</S>
a46	0.9959806	0.0007413579	0.00048515364	0.0019067675	0.00088604115
a31	0.98766905	6.736949e-05	8.046687e-05	0.010639201	0.0015440697
a17	0.90852374	0.043937746	0.040046513	0.007363409	0.00012850478
a31	0.94115883	0.000194902	3.3454708e-05	0.04675223	0.011860578
a37	0.99372137	7.939806e-05	0.00028297148	0.005403498	0.00051285856
a31	0.8193057	5.5743625e-05	9.436402e-05	0.12355963	0.056984577
a18	0.93517023	0.0011065855	0.00091042946	0.044122517	0.018690245
a10	0.0045845094	3.187202e-05	0.00029254452	0.9904563	0.0046348185
a31	0.0017760536	6.635573e-05	0.0017036769	0.993232	0.0032219698
a46	0.0007176669	0.00055542	0.001130351	0.16282807	0.8347684
a20	0.0001724084	2.7336315e-05	0.17846033	0.81970215	0.0016378554
a11	0.00015043865	8.702429e-05	0.19621105	0.79865986	0.004891708
a18	0.00012878345	0.0001412847	0.29980698	0.6926746	0.0072483686
a31	0.00018272	0.00019228386	0.3939934	0.59780174	0.007829854
a0	0.0071889046	0.00032469962	0.011712319	0.8419856	0.1387885
a31	0.0031326748	0.00081554014	0.7416625	0.2508775	0.0035117883
a8	0.044691876	0.0013880664	0.020119611	0.65662456	0.2771759
a31	0.02179671	0.0041270745	0.54171515	0.3985769	0.03378414
a7	0.024588464	0.00068847486	0.0075057405	0.3184909	0.6487264
a31	0.01595023	0.0017665309	0.71642345	0.22432944	0.041530307
</S>	0.014031825	0.0004525085	0.013236678	0.1578377	0.81444126
