 	lo	sentii	che	viene	</S>
a43	0.5534154	0.42289343	0.022767551	0.0008719641	5.162739e-05
a17	0.009549548	0.97361326	0.008140182	0.008640782	5.6278695e-05
a11	0.009836812	0.98153394	0.0021134382	0.0064854147	3.0398756e-05
a31	0.015112126	0.97985154	0.001034627	0.003978158	2.360737e-05
a46	0.010974947	0.9849493	0.0014101932	0.002614913	5.0678744e-05
a6	0.15588965	0.76597965	0.009649256	0.06797889	0.0005025322
a31	0.45731387	0.4448172	0.02490722	0.07221646	0.00074533856
a15	0.13272627	0.8455901	0.012414762	0.009177603	9.122401e-05
a20	0.048662886	0.017720342	0.010268271	0.8922753	0.031073295
a31	0.02634667	0.017001882	0.0035016139	0.88606936	0.067080446
a17	0.24832301	0.60438156	0.028808376	0.07569139	0.042795744
a31	0.06936196	0.017390007	0.0072723716	0.8453785	0.060597174
a13	0.016084552	0.9179292	0.0058846544	0.01232467	0.047776815
a39	0.20799264	0.055349983	0.02663668	0.5761526	0.13386811
a46	0.041726515	0.13768227	0.013621792	0.55190027	0.2550692
a31	0.011216332	0.13727508	0.0073887403	0.28761786	0.556502
a18	0.0014933997	0.67708284	0.010305127	0.061303154	0.24981542
</S>	0.023224978	0.05054451	0.020384995	0.6300143	0.2758312
