 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.05474361	0.0046794354	0.9196618	0.011704359	1.2751194e-07	6.8160094e-05	0.0036048098	0.005537689
a31	0.020057252	0.28630564	0.3672559	0.3263215	2.8362446e-09	2.533262e-05	3.4135737e-05	2.0218161e-07
a14	0.19408879	0.4602021	0.045334134	0.29999357	1.79775e-07	0.00022505088	0.00015602457	2.528866e-07
a37	0.45175326	0.3493139	0.19311213	0.004766217	3.417374e-10	1.6944679e-06	0.00103525	1.748894e-05
a10	0.9809091	0.0034324066	0.014875381	4.273231e-05	3.9570818e-09	2.53751e-07	0.0003698822	0.00037022188
a31	0.956731	0.0031680642	0.03240251	0.00021589975	4.117865e-06	1.19587885e-05	0.0018734642	0.0055929846
a28	0.52364177	0.142263	0.24657837	0.0035821686	5.921602e-07	0.00024725895	0.013605731	0.07008114
a31	0.9811076	0.012268822	0.0046950444	0.00037481167	3.065072e-05	3.3319848e-05	0.0013158413	0.00017393257
a42	0.95087135	0.025908628	0.015718693	0.00022534451	3.693648e-07	5.0619437e-05	0.0011487277	0.0060762945
a23	0.6741633	0.041147605	0.0006853105	0.00036644877	1.1126574e-05	0.026953313	0.2227094	0.03396366
a8	0.07217123	0.014709856	0.00044374235	0.00014779129	2.084723e-05	0.0661417	0.71877736	0.1275875
</S>	0.007291496	0.00061987404	0.0009423977	3.7581074e-05	4.0513155e-06	0.03102746	0.9364699	0.023607263
