 	stava	ancora	cucinando	</S>
a8	0.9889787	0.010817993	0.00013742896	6.590726e-05
a46	0.044495422	0.9554454	4.3920587e-05	1.5249875e-05
a24	0.93629056	0.06365339	2.7188837e-05	2.8775145e-05
a37	0.98166454	0.017878845	0.00037005148	8.654933e-05
a20	0.9891487	0.00832405	0.0022099756	0.00031727765
a31	0.95831966	0.027543794	0.012340169	0.0017964063
a37	0.9380919	0.056542546	0.0049638045	0.00040176633
a31	0.81455314	0.09028951	0.07131785	0.02383948
a20	0.6603715	0.29784948	0.028764296	0.013014716
a31	0.0066830833	0.0051212157	0.84991205	0.13828367
a6	0.15185113	0.014459091	0.3995814	0.43410838
a31	0.00670597	0.0030998583	0.9818578	0.008336361
a20	0.093500465	0.012969702	0.24322611	0.6503037
a46	0.012659872	0.006605673	0.9735581	0.00717637
a31	0.0075930855	0.0032337958	0.96975535	0.019417752
</S>	0.013005063	0.004544109	0.13447115	0.8479796
