 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.07875064	0.92083055	9.777457e-05	1.8790787e-07	5.9708633e-05	1.829861e-05	1.0479806e-05	0.00023230418
a31	0.20664907	0.79229313	0.00024338916	1.5076518e-08	4.311568e-05	2.3340392e-06	0.00017376117	0.00059521064
a15	0.0071316804	0.9928676	3.6850977e-07	6.143589e-11	2.2402165e-07	8.858259e-09	3.7305835e-08	1.2369645e-07
a20	0.98955685	0.0038515453	0.00016169212	2.4182912e-06	8.048462e-05	2.4104638e-05	0.0014286233	0.0048943795
a11	0.9132323	0.036618616	0.003380842	2.6737647e-05	0.00250841	0.0006933532	0.038134348	0.0054053226
a31	0.95130897	0.016978025	0.0024333552	0.0018975657	0.000874316	0.000600124	0.024653705	0.0012539034
a39	0.97438735	0.007530501	0.0030204216	0.00069376477	0.0014948144	0.00017139528	0.004416141	0.008285665
a46	0.035611473	0.06704572	0.004182263	0.001798732	0.017073996	0.057570815	0.8155601	0.0011568601
a18	0.058953878	0.3024363	0.008762715	0.00022924064	0.015760724	0.02587665	0.58632296	0.0016575655
a31	0.061124057	0.38869974	0.005922926	0.000115605224	0.018553574	0.020474434	0.5044219	0.00068774336
a13	0.20928778	0.41167134	0.0031290492	6.187148e-05	0.052234445	0.0034650664	0.111426726	0.2087237
a31	0.0022340566	0.36510688	0.013856883	1.1300099e-05	0.027347183	0.054641843	0.53565276	0.0011490784
a46	0.040217906	0.115289934	0.0052085035	0.00020480715	0.0195327	0.00717449	0.12833425	0.6840373
a31	0.000892324	0.38311076	0.043454014	1.1377928e-05	0.046391807	0.03947333	0.46581975	0.02084659
</S>	0.002886598	0.0032756983	0.0013382079	6.705495e-05	0.003411698	0.0018671472	0.056113116	0.9310405
