 	ora	ho	finito	di	scrivere	</S>
a23	0.9384751	0.061460093	6.6407756e-06	1.9651665e-05	2.8163298e-05	1.03935345e-05
a31	0.22242126	0.7775249	3.313357e-05	9.901106e-07	1.547531e-05	4.277149e-06
a28	0.05288828	0.92223674	0.024439368	0.00034595304	8.836448e-05	1.2587111e-06
a31	0.2064013	0.7935631	6.7022333e-06	1.9050142e-07	2.616828e-05	2.4400954e-06
a41	0.13958557	0.85997057	0.0001577621	2.2568172e-05	0.00025685143	6.652702e-06
a21	0.68955857	0.31025097	7.9632255e-06	1.2600312e-06	0.00017181526	9.457186e-06
a24	0.99294233	0.0068644667	3.7795724e-06	2.0787122e-06	0.0001837078	3.580704e-06
a31	0.9734307	0.0032288113	0.00028191466	0.0003846528	0.022022078	0.00065185816
a39	0.91449773	0.008883007	0.00028039215	0.0020644637	0.04012212	0.034152325
a31	0.13267437	0.02364742	0.019583248	0.10114604	0.7208948	0.002054159
a28	0.20583226	0.067738794	0.00085206336	0.021499842	0.63838977	0.06568729
a31	0.1337122	0.026932232	0.0076763406	0.49540138	0.3329973	0.0032804573
a20	0.07067491	0.02760881	0.001180087	0.043480925	0.37849385	0.47856146
a37	0.056191113	0.00680495	0.0050359946	0.7769237	0.14654079	0.008503446
</S>	0.0543693	0.007290658	0.005188338	0.5194547	0.4017648	0.011932171
