 	lo	posso	finire	di	scrivere	</S>
a20	0.97478217	0.010514818	0.0016692595	0.00039855682	0.004851482	0.007783649
a31	0.009560211	0.8346353	0.14007147	0.0004205626	0.015286098	2.6337857e-05
a39	0.00014423273	0.07539791	0.924418	2.3672737e-05	1.624865e-05	1.6069313e-08
a24	0.30248868	0.5727098	0.041626852	0.00013709458	0.0825908	0.00044668853
a18	0.70050365	0.04293445	0.071704276	0.0002992868	0.1836471	0.00091125286
a24	0.99010545	0.0012874654	0.0012457485	2.0238784e-05	0.0073151626	2.593831e-05
a31	0.9671728	0.0015283759	0.007373773	0.0002200535	0.023642367	6.2609884e-05
a20	0.8507049	0.0053635784	0.050144568	0.0057862354	0.08596242	0.0020382907
a31	0.099992186	0.017968712	0.029102119	0.017817207	0.83055884	0.0045608804
a1	0.04941299	0.022499362	0.15480989	0.0058208075	0.6422024	0.12525462
a31	0.023406185	0.012119547	0.016587589	0.037651442	0.90231407	0.007921258
</S>	0.0018517106	0.0073529314	0.019303458	0.0029151202	0.7176987	0.2508781
