 	dove	aveva	per	stare	non	aveva	</S>
a24	0.98796135	0.004140509	5.283374e-06	0.007739105	0.00014511816	7.0921553e-09	8.66377e-06
a20	0.9846748	0.009885098	4.680834e-05	0.005135224	0.00025649308	1.9369199e-10	1.5774766e-06
a13	0.9960247	0.0026415621	2.9371295e-06	0.0012433595	8.6646854e-05	3.3792788e-11	7.053872e-07
a37	0.99756867	0.00090567354	3.58999e-07	0.0014766355	4.851423e-05	2.057945e-11	1.2289117e-07
a24	0.9990085	0.00055060256	2.961083e-07	0.00043324524	7.4896975e-06	5.071401e-11	1.1072407e-08
a31	0.999632	0.0001666432	2.2728072e-07	0.00019798716	3.2260602e-06	1.9664169e-10	4.6871733e-09
a20	0.9849261	0.0020786866	1.0648294e-05	0.012881133	0.000102860686	4.3299433e-08	4.6506108e-07
a0	0.9911185	0.00023655553	5.3328007e-05	0.0071247406	0.0014488917	4.470775e-06	1.3595924e-05
a20	0.98075277	0.0006768026	0.0005058133	0.013652329	0.0041328045	4.7484664e-05	0.00023196168
a31	0.9517291	0.0007496037	0.00087645324	0.034014836	0.011694272	0.00013957288	0.0007961771
a8	0.8234974	0.0016351964	0.00031688015	0.1573853	0.0048481924	5.055578e-05	0.012266559
a23	0.752858	0.0003812645	0.002921591	0.20658134	0.034626182	0.0001321768	0.0024994279
a38	0.208647	0.0005423943	0.003741657	0.7097777	0.051198117	0.00020754387	0.02588555
a33	0.08149256	0.000491881	0.0039115977	0.78354895	0.05613281	0.0006320251	0.07379011
a31	0.014059167	0.00018514137	0.001688448	0.8331077	0.037483107	0.0005513928	0.11292502
a24	0.013555548	0.0008012725	0.002064172	0.9075336	0.037329502	0.0026812393	0.03603458
a18	0.09638987	0.0011078704	0.01457379	0.58341295	0.25653785	0.0063543036	0.04162339
a31	0.046143554	0.0013635943	0.022422805	0.68052304	0.2059461	0.008765292	0.034835696
a33	0.00943022	0.00065738964	0.0022589401	0.87331307	0.07625461	0.0051260022	0.03295962
</S>	0.0672567	0.009263088	0.11940189	0.35867277	0.30274764	0.06022116	0.08243669
