 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
a31	0.37197846	0.58142924	0.046244577	0.00022947227	0.000118221935	8.7341095e-10	1.0741422e-08	3.5467558e-09	5.2943507e-11	3.0472466e-10	2.6213627e-08
a14	0.0019231389	0.9967855	0.0012903059	1.071146e-06	4.7723128e-09	2.1990886e-13	5.9234145e-12	8.492329e-09	7.646634e-11	1.4041094e-11	1.5244683e-12
a11	0.095835954	0.85525006	0.04888458	1.2055018e-05	1.7398355e-05	1.8025748e-10	3.276668e-09	5.3474603e-11	3.0315394e-12	1.15015004e-10	5.2803845e-11
a31	0.2079366	0.75553167	0.03650479	5.171119e-06	2.1826523e-05	1.3138506e-10	1.2531651e-08	2.154685e-10	2.8095087e-11	3.0228768e-09	8.498619e-10
a46	0.19829719	0.76717395	0.034505777	7.9757665e-06	1.5144774e-05	7.064867e-09	9.907499e-09	1.4293147e-10	5.3521867e-11	2.0750892e-09	4.074559e-10
a33	0.93561614	0.062872656	0.0015073302	3.082421e-06	7.576726e-07	1.586365e-09	2.6673546e-09	8.246964e-12	8.265341e-12	3.2541872e-11	2.0829367e-12
a23	0.98947036	0.010318283	0.00018900937	2.0020423e-05	2.2127042e-06	2.6854808e-08	1.901442e-08	6.648216e-11	5.905213e-11	3.6822606e-10	9.366279e-12
a31	0.96580803	0.03328209	0.0007488117	0.00014936103	1.1564241e-05	1.5397598e-07	6.5025965e-08	7.05299e-10	7.5377715e-10	1.2082078e-08	1.9008589e-10
a21	0.833909	0.15760015	0.0063686073	0.0017958977	0.00032399723	9.5398136e-08	1.5311667e-06	7.2705484e-07	1.3531958e-08	1.8448887e-08	1.0892174e-10
a24	0.23059928	0.75045836	0.017169505	0.0017207133	5.021147e-05	2.555174e-07	1.8041511e-07	8.333448e-08	8.2030134e-08	1.2196531e-06	6.258261e-08
a46	0.28177437	0.709773	0.008016508	0.00042819773	7.643939e-06	2.6356828e-08	9.379157e-09	3.3949448e-08	5.2390696e-09	2.1727035e-07	1.026036e-08
a20	0.14800864	0.84166753	0.009743566	0.0005723095	7.455491e-06	3.9761662e-08	5.1259965e-09	4.2135092e-08	7.4085444e-09	4.689148e-07	2.2214646e-08
a31	0.11170019	0.8784786	0.009255887	0.0005578693	6.5321806e-06	3.8613223e-08	5.1699454e-09	7.993394e-08	1.1506706e-08	8.02773e-07	4.6944695e-08
a7	0.13711008	0.76365817	0.097204104	0.0015249389	0.0004929541	7.222475e-06	4.685815e-07	5.173702e-07	9.80381e-08	1.2582826e-06	2.2239851e-07
a10	0.1735843	0.80029565	0.024376571	0.0016786407	3.284453e-05	4.687962e-07	1.3683349e-07	3.7155087e-06	8.806803e-07	2.481937e-05	2.011323e-06
a31	0.13849418	0.84248066	0.01814735	0.0008457824	1.7676235e-05	2.6983594e-07	7.119994e-08	1.4873735e-06	3.2463393e-07	1.0939393e-05	1.1521033e-06
a0	0.42435825	0.44844937	0.11962374	0.0047901357	0.0024507232	4.449951e-05	3.768321e-05	1.2256754e-05	1.3849874e-05	0.00016252705	5.6966895e-05
a31	0.57674223	0.33785132	0.07526819	0.0078075537	0.00031491488	7.131167e-05	8.607668e-06	7.644878e-05	0.00011235217	0.0016824453	6.464234e-05
a37	0.30212837	0.30092067	0.36268616	0.019673195	0.009189117	0.00016686202	6.1072475e-05	9.660825e-05	9.027219e-05	0.0020405552	0.0029470965
a20	0.60354924	0.21978985	0.11766018	0.02681309	0.0016081717	0.0013862884	0.00016256278	0.0005321599	0.0025722294	0.02508467	0.0008415909
a37	0.6898494	0.2098259	0.078971066	0.012147736	0.00072502345	0.00022915183	2.5969981e-05	0.0001363836	0.00040862107	0.0074000712	0.0002807367
a13	0.66295797	0.23174852	0.08734599	0.010887186	0.0007566399	0.00014127881	1.6038839e-05	6.681448e-05	0.00019858667	0.005522485	0.00035850785
a39	0.6795039	0.21585622	0.08504681	0.01175877	0.0008087471	0.00017019485	1.4484286e-05	5.7872814e-05	0.000185077	0.006124579	0.00047329176
a17	0.72230417	0.17146544	0.07913589	0.013866631	0.0010787757	0.00025470002	1.8006818e-05	8.3687235e-05	0.00028306112	0.010860579	0.00064901443
a28	0.7398546	0.14198679	0.06932063	0.018017936	0.001686926	0.00046457097	2.6486858e-05	0.00018414108	0.00058010046	0.026807781	0.0010701464
a31	0.7443601	0.13179886	0.06485898	0.020007288	0.0017509938	0.000652331	3.323062e-05	0.0002176207	0.0007835119	0.033780318	0.0017567391
a0	0.14730489	0.42156276	0.33933365	0.05782285	0.02249588	0.00073492364	2.645484e-05	5.120097e-05	5.8412086e-05	0.0024946176	0.0081143575
a13	0.6161925	0.082132675	0.031376958	0.040475633	0.0032017499	0.011159231	0.0005790732	0.0024243032	0.013504538	0.1962162	0.002737192
a31	0.58622336	0.086826414	0.040688276	0.038673956	0.0039602015	0.004136891	0.00025366846	0.0017450671	0.008192303	0.22128807	0.008011737
a37	0.12326461	0.3516348	0.24100414	0.11276629	0.056251153	0.0012754401	0.0001186438	0.0005580904	0.00052267784	0.022065064	0.09053908
a8	0.46597356	0.06588018	0.023329204	0.05169279	0.0036590835	0.028143128	0.001755887	0.004157086	0.030293599	0.31838608	0.0067294044
</S>	0.064049974	0.02527382	0.0134235555	0.018918192	0.0069773304	0.0045765783	0.0007076715	0.006883348	0.024232574	0.8222026	0.012754261
