 	sta	e	dorme	nel	letto	</S>
a33	0.03394455	0.62583715	0.33731148	0.002888663	2.0349233e-07	1.7908898e-05
a31	0.00023172422	0.37015682	0.6294375	0.00017389537	2.3628619e-10	1.6566679e-08
a37	8.850188e-05	0.20159423	0.7935377	0.004779658	9.0652135e-09	2.1157204e-08
a31	0.0032421348	0.42736316	0.5672951	0.0020994903	5.6298138e-08	1.2900607e-07
a13	0.014856371	0.24338791	0.73234147	0.009412368	1.825991e-06	1.1407949e-07
a20	0.36284178	0.47471124	0.15882894	0.0036166788	8.810276e-07	4.6805837e-07
a24	0.93232185	0.055472486	0.011995437	0.00020731859	2.9164814e-06	7.4958926e-08
a28	0.9124462	0.075666614	0.01157153	0.00025815915	5.5843986e-05	1.727535e-06
a31	0.5868086	0.3575069	0.044216216	0.0038990823	0.007435967	0.00013327372
a35	0.18952528	0.35758272	0.43804243	0.00871143	0.00041358694	0.0057245106
a18	0.035811346	0.24594581	0.34545338	0.3410563	0.030320015	0.0014131436
a31	0.04346459	0.25799137	0.44894436	0.22935891	0.013729255	0.0065114526
a13	0.0054602087	0.40312046	0.54616106	0.02155199	0.0011971951	0.02250916
a39	0.1894177	0.100843154	0.11868444	0.5179239	0.052457776	0.02067301
a31	0.07301063	0.16062379	0.27579427	0.30773002	0.06622408	0.11661727
a21	0.003622891	0.2881603	0.53485906	0.032511566	0.00719138	0.13365485
a31	0.22532089	0.04425426	0.03310681	0.3218177	0.30095506	0.07454526
</S>	0.005624898	0.16384692	0.24011606	0.039680768	0.015172748	0.5355586
