 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
a31	0.22523972	0.67585546	0.002141453	0.085689545	0.0061897696	0.004278303	0.0005596814	4.9869463e-08	2.5470006e-06	1.318809e-07	3.9986095e-05	3.2524079e-06	5.1376854e-09	5.224809e-12	2.1199895e-10	2.8738945e-09
a37	0.05048914	0.9426224	0.0007758711	0.0061111846	8.730447e-08	5.5582365e-11	1.2027765e-09	3.344148e-07	1.0640808e-07	3.6629286e-09	8.046729e-07	4.589892e-09	5.7031475e-08	1.0146008e-09	2.19964e-08	4.7757306e-12
a31	0.663006	0.3238256	0.00017914345	0.0117813945	0.0012016465	1.423682e-07	4.3145002e-07	1.20901404e-08	2.0481018e-06	8.205128e-08	3.6425928e-07	5.0803163e-07	2.5668453e-06	2.2428619e-10	1.3765096e-11	3.8778966e-11
a46	0.13886718	0.8071804	0.0022203526	0.049708113	0.0020227197	3.138694e-08	3.8321502e-08	2.882493e-07	5.642313e-07	2.6834947e-08	7.539668e-08	3.628013e-08	2.0694844e-07	1.2154008e-09	2.352206e-10	1.3361569e-11
a24	0.7209955	0.2752679	5.531729e-05	0.002010969	0.0016671972	3.4282027e-07	6.370029e-07	1.8443622e-09	1.0306322e-06	3.4163993e-08	2.0898267e-07	1.9374278e-07	7.595971e-07	1.4879621e-10	7.73151e-12	8.132067e-11
a31	0.9807842	0.017491082	1.4469215e-05	7.2983894e-05	0.0010132826	0.00026400507	0.00019155465	5.999084e-09	7.7928256e-05	8.6292575e-06	2.1425021e-05	2.7270007e-05	3.3145832e-05	9.065147e-09	1.684085e-10	7.698463e-10
a13	0.9944371	0.0053573204	3.06183e-05	2.4262914e-05	0.00014284361	6.4714645e-06	7.8495793e-07	5.150261e-09	4.884789e-07	2.7226466e-08	6.7587855e-08	1.2778714e-08	3.449917e-08	3.399545e-10	4.982192e-11	3.0867104e-12
a24	0.997326	0.0002678759	5.0345716e-06	4.4331766e-05	6.6474946e-05	0.0015840722	0.00070602697	3.0346368e-09	3.6405294e-09	1.1496848e-09	1.9287322e-07	3.025622e-08	3.1914043e-09	2.386591e-11	2.8889596e-11	3.923901e-12
a31	0.99943084	0.00012830779	1.914853e-06	6.9423545e-06	1.3318666e-05	0.00032313747	9.352313e-05	2.2303959e-10	2.9072124e-08	1.946129e-09	1.8594967e-06	2.9379551e-08	2.5668774e-09	1.1780348e-12	5.367401e-13	9.9540635e-14
a13	0.9990982	0.00037598633	9.514377e-05	0.00016544275	0.00013376729	8.275628e-05	3.6520072e-05	1.5017644e-08	2.0325665e-07	1.4971969e-08	1.179417e-05	1.0736931e-07	1.5166668e-08	5.82937e-11	1.1514899e-10	2.022553e-12
a17	0.9369985	0.0011928957	2.2240427e-05	0.050040107	0.0024085783	0.008121548	0.0010873659	3.8674486e-07	2.0570662e-05	5.269766e-07	0.00010259194	3.5055987e-06	9.063537e-07	4.877087e-08	3.2632065e-07	8.959986e-09
a31	0.95301527	0.0009849129	1.2507539e-05	0.03442513	0.0019830244	0.0071263444	0.0018437173	4.8660996e-07	0.0001239142	1.7097907e-06	0.00046760272	9.939911e-06	4.1220483e-06	1.9328708e-07	1.1383028e-06	2.3313214e-08
a28	0.756052	0.02829265	0.0010790145	0.038084593	0.0058460063	0.12575427	0.03821876	1.728362e-06	3.4735844e-05	1.8575307e-06	0.006546505	8.624533e-05	1.4385761e-06	5.7419204e-08	1.4070437e-07	1.097333e-08
a31	0.87117803	0.002975517	1.2176278e-05	0.087461025	0.011624733	0.017051535	0.0051084743	1.5702355e-05	0.0017074322	4.487665e-05	0.0025341169	0.000103352184	7.8652294e-05	4.8145184e-06	9.790471e-05	1.7300624e-06
a20	0.101966344	0.016672382	0.00028561123	0.017416492	0.013618923	0.6298062	0.21173465	8.646297e-06	0.00011649892	1.0307082e-05	0.007969442	0.000382002	4.6357814e-06	1.0196414e-06	5.9901085e-06	7.9922137e-07
a24	0.657538	0.012302962	4.807449e-05	0.114555165	0.03870978	0.106249	0.05017433	0.00021737453	0.0068750796	0.00044936273	0.008284803	0.0008336203	0.0010462444	0.0001421271	0.002540153	3.3828823e-05
a27	0.9475212	0.0057589337	4.916978e-05	0.03289052	0.005179525	0.0030575974	0.0018003569	6.098849e-06	0.0010273854	2.3514154e-05	0.0023904264	0.0001920269	8.07352e-05	2.6242383e-06	1.9525885e-05	3.25224e-07
a24	0.8611106	0.009072158	0.000108037224	0.09830033	0.016857058	0.0074485107	0.004640423	1.0122204e-05	0.0004569219	1.2394688e-05	0.001762664	0.00012842727	3.002398e-05	6.4400865e-06	5.497029e-05	9.844972e-07
