 	l	ho	sentito	che	veniva	</S>
a41	0.0010817862	0.0015596808	0.60038227	0.3916993	0.0024676593	0.0028092226
a31	0.0009226515	0.00435897	0.9620597	0.032652624	2.2437605e-06	3.7909474e-06
a24	9.467342e-05	0.0016607062	0.57387906	0.42433488	3.0594038e-05	6.228307e-08
a15	0.0012381584	0.0049328124	0.8068597	0.1869005	3.791197e-05	3.097255e-05
a28	0.004745871	0.004108114	0.75437313	0.23664545	7.7718454e-05	4.9752478e-05
a0	0.05112668	0.0038667985	0.8580799	0.08651967	5.264019e-05	0.00035426373
a31	0.6016567	0.0016437228	0.3443858	0.048890043	0.00023738883	0.0031863942
a11	0.17585841	0.00726726	0.4065332	0.39161736	0.016211096	0.0025126706
a31	0.0173992	0.0044864733	0.21376066	0.45296547	0.30721384	0.004174384
a39	0.0028315864	0.0015083213	0.09590628	0.13533334	0.7353373	0.029083123
a20	0.0419096	0.0297832	0.014880492	0.12927108	0.7757774	0.008378288
</S>	0.005061802	0.003456891	0.010333567	0.051254094	0.9239764	0.0059172674
