 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.2915145	0.61924416	0.03993672	0.0060684765	0.0023687226	0.019723315	0.007998764	0.01314544
a27	0.016828746	0.9395711	0.043067876	0.0003082783	3.9321378e-05	0.00016755462	1.4949e-05	2.1484052e-06
a8	0.036867037	0.88352114	0.07810554	0.000581022	6.140099e-05	0.00039080376	0.00046477566	8.396159e-06
a28	0.062476408	0.9258902	0.011363609	8.798514e-05	1.0570997e-05	0.00011469255	5.1614992e-05	4.9709734e-06
a31	0.11654943	0.8452262	0.032345567	0.000106263404	7.477109e-06	0.00024348743	0.0054323724	8.907874e-05
a24	0.09238352	0.7957015	0.009231913	0.0008439134	0.0002634281	0.006199905	0.09390762	0.001468195
a31	0.72544956	0.2526387	0.0022468083	8.102178e-05	1.4305341e-05	0.00034510464	0.017098555	0.0021259708
a10	0.2551954	0.43988284	0.018388698	0.009386649	0.0043226876	0.017640315	0.2070231	0.04816029
a20	0.6670053	0.17332698	0.0015225566	5.360621e-05	8.537747e-06	0.00027050887	0.08661464	0.071197845
a31	0.7321189	0.21198551	0.0048703863	5.0620627e-05	6.7262968e-06	0.00010544431	0.01345642	0.03740599
a39	0.118382305	0.2674096	0.00425714	0.0011549086	0.0004183151	0.00273492	0.008882628	0.5967602
a31	0.27609196	0.4918162	0.0064251483	0.0010664104	0.00044680038	0.00605695	0.118036166	0.10006041
a18	0.020306041	0.047130816	0.0017779367	0.000962642	0.0004218514	0.0048343115	0.0222341	0.90233237
a31	0.09638449	0.06573073	0.003524779	0.0021273778	0.0011760794	0.015849983	0.24720202	0.56800455
a17	0.0064825774	0.021032255	0.001493073	0.0013568343	0.00095742394	0.017852515	0.100870326	0.849955
a31	0.030250253	0.025070162	0.0019053657	0.0015237227	0.0011681931	0.02498674	0.2722271	0.64286846
a8	0.0047999513	0.017314112	0.0016239241	0.0016286313	0.0013588998	0.02365746	0.13627464	0.81334245
</S>	0.005930159	0.0331356	0.0015867483	0.0014407866	0.0014257716	0.031774852	0.32866028	0.5960459
