 	un	forno	che	fa	buon	pane	</S>
a31	0.25434285	0.7321522	0.013504086	5.8061786e-09	1.4761815e-07	2.2992621e-07	3.277586e-07
a20	0.551246	0.4431862	0.0052916175	3.8566597e-07	5.1099316e-05	0.0002247281	1.8858405e-08
a28	0.057442367	0.7748019	0.16775575	2.2633717e-09	1.2371641e-08	7.530505e-09	7.491981e-09
a31	0.21899089	0.65697694	0.124031946	4.9462643e-09	1.7201838e-08	1.4853433e-07	4.0327695e-08
a18	0.023505598	0.76849693	0.20799303	8.253188e-08	1.376238e-07	4.1552507e-06	4.6568935e-09
a13	0.5199257	0.39284015	0.08723393	1.4940807e-07	1.74068e-08	1.30112e-07	7.983208e-10
a39	0.99405956	0.0046141464	0.0013232415	2.312503e-06	1.14953686e-07	6.061341e-07	2.5441473e-09
a20	0.9682704	0.022828342	0.008141991	0.00047198255	3.579049e-05	0.0002508455	6.912133e-07
a31	0.9357805	0.049741898	0.012247016	0.0008097482	3.6150977e-05	0.0013833005	1.326569e-06
a20	0.99683505	0.0022399651	0.00083118276	4.1989915e-05	2.9990429e-06	4.869763e-05	9.706099e-08
a39	0.36014882	0.523441	0.06409304	0.0007594991	1.7753697e-05	0.051535815	4.0145e-06
a18	0.44420186	0.1797246	0.026861286	0.00085212477	6.426534e-05	0.34824082	5.506702e-05
a39	0.425553	0.31106746	0.039901454	0.0006447569	2.9453755e-05	0.22279027	1.3545076e-05
a46	0.392099	0.3933321	0.055230916	0.00046736296	2.9168223e-05	0.1588341	7.308681e-06
a38	0.32086474	0.48816133	0.07294554	0.00045530588	4.0983134e-05	0.11752605	6.1075725e-06
a39	0.23984402	0.57329977	0.08104411	0.0005911407	6.953233e-05	0.105142646	8.776982e-06
a31	0.1599773	0.6384752	0.08765168	0.0010595097	0.00012886572	0.112691276	1.6221793e-05
a18	0.03754012	0.8045752	0.12590499	0.0024249689	0.00038991307	0.029121323	4.3540174e-05
a31	0.0690072	0.75096405	0.13951375	0.002281101	0.0002496145	0.037965637	1.862949e-05
a41	0.011730519	0.87005633	0.09931396	0.0047962223	0.0004283441	0.013594694	7.990666e-05
a35	0.12227445	0.6061022	0.16346206	0.013022498	0.0031467234	0.09170554	0.00028659016
a31	0.07538311	0.49885127	0.114625536	0.015025923	0.0035412633	0.29106283	0.0015100918
a28	0.015442336	0.81032556	0.11926092	0.014991624	0.0016789366	0.036334872	0.0019657325
a27	0.14901035	0.4667829	0.17818715	0.029537592	0.014279851	0.16137233	0.00082975585
a13	0.11607062	0.52426434	0.17952321	0.0339254	0.011944057	0.13377291	0.00049943826
a46	0.10188747	0.53952366	0.16338657	0.042328212	0.013797152	0.1384387	0.0006381923
a24	0.09915446	0.49630544	0.16509053	0.05818415	0.016129952	0.1641658	0.00096965855
a39	0.08335074	0.51734483	0.17358074	0.069214486	0.020394735	0.13515504	0.00095947087
a31	0.09016511	0.44666243	0.17438337	0.086784154	0.023615014	0.17698023	0.0014097102
a11	0.019403098	0.781039	0.14427626	0.011049955	0.0011249272	0.0392726	0.0038342422
a31	0.101214856	0.1986275	0.17573373	0.29755482	0.101901054	0.12398418	0.0009838975
a21	0.048773773	0.643382	0.176227	0.009533958	0.001638328	0.09981002	0.02063479
</S>	0.09407473	0.08385394	0.105011724	0.39869648	0.20265916	0.11457267	0.0011313735
