 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.0440972	0.6939703	0.2032526	3.6729268e-06	0.0014808024	0.0014353531	0.055760168
a31	0.0038263511	0.8647356	0.13136317	8.102504e-08	6.952083e-05	7.416283e-08	5.1595425e-06
a11	0.0015353565	0.8354275	0.16264243	7.1210025e-06	0.00037897023	5.705403e-06	2.922855e-06
a21	0.022796525	0.86899847	0.10654144	1.0051018e-06	0.00021429807	5.1731357e-05	0.0013965169
a31	0.2798665	0.6555722	0.040203102	6.9683205e-07	0.00023676139	0.00026951352	0.023851147
a20	0.5699375	0.3071629	0.05132628	6.12697e-05	0.0021018558	0.0035078672	0.06590239
a31	0.9169967	0.06086865	0.01173106	0.00029060803	0.0007526212	0.0009878831	0.008372545
a10	0.72154224	0.11408246	0.104961075	0.0031529781	0.016094843	0.017225707	0.022940762
a31	0.2638729	0.40055895	0.16008085	0.0007996294	0.036849793	0.13665648	0.0011813361
a21	0.56272835	0.089755416	0.1173842	0.003206849	0.018564148	0.034887407	0.17347352
a11	0.10849293	0.1870371	0.034080133	8.1153514e-05	0.22539945	0.44239286	0.002516367
a3	0.24270074	0.06836972	0.008760334	0.00027473402	0.12784418	0.5091334	0.042916875
a33	0.06108987	0.021571742	0.0041487836	0.0002726315	0.08188335	0.7389598	0.0920738
</S>	0.023819737	0.013132472	0.0031415452	0.00022536432	0.06820171	0.78062296	0.11085613
