 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a31	0.059099197	0.7912108	0.09150784	0.00014640023	0.010500288	0.0424619	0.004407936	0.00066564255	2.9148411e-12	1.8848478e-08	9.924718e-08
a17	0.0005227776	0.17751315	0.82194483	1.0630159e-05	8.5861075e-06	1.2082622e-08	4.832127e-10	4.7274207e-12	3.082837e-14	3.3850728e-10	7.493564e-12
a31	0.0027657528	0.40330914	0.59141487	5.5524903e-05	0.002453685	1.1440649e-06	2.595164e-08	9.762536e-10	1.9048204e-13	3.3001109e-09	6.982162e-10
a17	0.00239363	0.5618788	0.43303633	0.00023447242	0.002455307	1.4196963e-06	4.293269e-08	2.86776e-09	1.6384304e-11	1.8639643e-08	1.346029e-09
a20	0.009412306	0.80058986	0.17887808	4.6107485e-05	0.011065902	7.7355435e-06	4.383058e-08	3.1822793e-09	8.843124e-14	9.35227e-10	7.8658235e-10
a8	0.03808038	0.9203218	0.03148771	8.546079e-05	0.009982189	4.227208e-05	2.704701e-07	2.7054863e-08	7.7464847e-13	7.3646683e-10	5.984279e-11
a20	0.5962595	0.21678296	0.10794899	3.836604e-05	0.07638995	0.002523963	5.3833963e-05	2.4916774e-06	2.79642e-12	3.492022e-09	3.8967576e-11
a31	0.8383382	0.0629763	0.05009315	0.00010959379	0.047032967	0.0013174546	0.000105186955	2.6501091e-05	1.3839584e-08	6.588963e-07	2.0300244e-09
a46	0.008339147	0.0033107188	0.13451186	0.00018415118	0.834453	0.018477354	0.0006943923	2.6129626e-05	1.7525009e-09	3.2172265e-06	6.14369e-08
a31	0.47052276	0.24684662	0.28179574	0.00015769355	0.00045619177	8.837004e-05	5.7880912e-05	1.3291792e-05	3.589134e-08	6.134292e-05	8.095478e-08
a35	0.0035992418	0.024895903	0.17389242	7.871541e-05	0.761536	0.03506383	0.0008943416	1.6658802e-05	5.06512e-09	2.2403532e-05	3.9356524e-07
a33	0.66033715	0.17370294	0.16476224	0.00027043754	0.0002961029	0.00027304265	4.5135548e-05	5.920428e-06	4.1264707e-09	0.00030644384	6.086118e-07
a8	0.1351221	0.34043527	0.40119025	0.0014128186	0.04589002	0.038163736	0.0017914928	0.00014785554	8.841483e-08	0.035686526	0.00015990237
a24	0.078457184	0.3034997	0.33882046	0.001673813	0.11037646	0.080304645	0.0024057813	0.00021080185	1.850523e-07	0.0836788	0.00057211187
a27	0.18587157	0.17514779	0.42195204	0.002909677	0.0892475	0.05288251	0.0031935405	0.0006502492	7.0209967e-07	0.06741957	0.00072490884
a31	0.5636307	0.19895524	0.18895565	0.0029028815	0.013298342	0.009856002	0.0008309106	0.00026150586	4.4033072e-07	0.021176342	0.00013200435
a10	0.009456372	0.80328393	0.118503645	0.00013594014	0.03406416	0.03244779	0.0013630291	0.00028586175	5.3020876e-06	0.00038960113	6.433107e-05
a11	0.79380256	0.14277366	0.013637628	0.009233579	0.004297581	0.006751631	0.0009110426	0.0015043375	6.3107577e-06	0.026888948	0.00019263398
a24	0.70267814	0.18674688	0.014430426	0.0080000935	0.010326699	0.019798495	0.0032888034	0.0056672813	1.5672304e-05	0.048716024	0.0003314925
a28	0.63627154	0.2537332	0.017896518	0.005767381	0.008774954	0.017275129	0.0024939	0.0041896533	2.1671138e-05	0.053103514	0.00047266434
a31	0.5580683	0.3124836	0.01341832	0.0062153675	0.008289673	0.019841017	0.0032301317	0.0067759207	5.05867e-05	0.07081644	0.0008107159
a46	0.013572726	0.7644072	0.0474146	0.00034088816	0.02380943	0.12907493	0.012513277	0.005773863	1.639806e-05	0.0019131259	0.0011635033
a31	0.5468407	0.24214776	0.0043497398	0.01598823	0.002816589	0.011954195	0.0040528104	0.016891865	0.0014499457	0.15270872	0.00079941377
a26	0.022497524	0.63908917	0.077996776	0.0047861	0.025686266	0.08328718	0.022764714	0.01701618	0.00013412161	0.053759478	0.052982524
a31	0.5413529	0.16729198	0.0024336195	0.03578027	0.0017387833	0.007261324	0.004964432	0.033564914	0.007244965	0.19577076	0.0025960254
a46	0.030207522	0.16984402	0.05738375	0.017267693	0.04122308	0.0812304	0.04854409	0.046662133	0.0002859486	0.24387175	0.2634796
a20	0.47261325	0.07786633	0.0022147028	0.050620772	0.0016065553	0.004878565	0.006275598	0.047575634	0.01827184	0.3117759	0.0063009053
a35	0.26253313	0.069666594	0.0028509113	0.031126862	0.0037465056	0.01198228	0.012065643	0.061404787	0.0059721866	0.5267854	0.011865665
</S>	0.03167035	0.019989828	0.0028135183	0.010036441	0.003981217	0.008526528	0.009333363	0.034614347	0.0017717042	0.8513845	0.025878234
