 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.06183495	0.52184016	0.32755032	0.04581612	0.027410338	2.531676e-07	0.015547855
a20	0.33553186	0.6139282	0.04847458	0.00022554201	0.001838331	3.7749906e-10	1.4368345e-06
a17	0.218844	0.70597404	0.046165004	0.0013206342	0.027690189	5.5011795e-10	6.1771498e-06
a31	0.53281844	0.39681485	0.013296451	0.0004748216	0.056582525	6.477099e-10	1.28668e-05
a39	0.5405023	0.2099335	0.059711114	0.004466128	0.1852069	1.0517905e-08	0.00018007896
a31	0.9822573	0.011694422	0.0048140935	0.00010307976	0.0011309012	2.5583662e-09	1.967287e-07
a20	0.9697062	0.009005774	0.019034456	0.00013591447	0.002116571	4.713971e-08	9.865249e-07
a31	0.21675488	0.5352364	0.22296503	0.0009653353	0.024073789	1.5070458e-06	2.9316802e-06
a13	0.6453745	0.09825453	0.25505492	0.00013156851	0.0010762879	1.4896684e-06	0.000106680214
a24	0.08839804	0.67737794	0.16416824	0.0010605294	0.068907626	3.0197855e-06	8.457281e-05
a46	0.65820324	0.22718051	0.10170839	0.00013499695	0.010872011	1.4474601e-05	0.0018864061
a31	0.44879207	0.24928766	0.1854128	0.0012430089	0.0625048	0.00021045907	0.05254913
a20	0.044392377	0.09350734	0.73839974	0.03627944	0.016870316	0.0005611486	0.06998963
a31	0.29432115	0.42962718	0.16428608	0.027170924	0.030087205	0.00019171054	0.054315813
a18	0.0027014546	0.027922405	0.7267155	0.079814956	0.020139372	0.0004028733	0.14230347
a20	0.21698886	0.19381005	0.18583243	0.1405089	0.048737757	0.0015238286	0.2125982
a31	0.11690226	0.15076846	0.29208836	0.1639996	0.097274005	0.0015331396	0.17743412
a11	0.0012752545	0.019743288	0.6260469	0.10923486	0.042159766	0.0016022328	0.1999377
a31	0.18125156	0.160705	0.12029122	0.39501676	0.08643487	0.009882206	0.046418387
a28	0.0053921915	0.044973835	0.39940694	0.12084423	0.11441781	0.001493269	0.3134718
a41	0.16139126	0.13840052	0.07564754	0.48813155	0.10267863	0.018446784	0.015303762
a8	0.1717121	0.07713688	0.08616138	0.30170947	0.29663813	0.018953932	0.047688093
a33	0.022483904	0.044846077	0.10943249	0.18080036	0.42959315	0.011334615	0.20150934
</S>	0.012523576	0.035251793	0.09026189	0.12536834	0.41365895	0.012381426	0.310554
