 	vengono	vestiti	dai	genitori	</S>
a31	0.045701165	0.0037299222	0.94999844	0.000110466055	0.00046006875
a46	3.107648e-08	2.7189192e-06	0.99992657	7.072407e-05	3.449397e-09
a18	0.0013655216	4.8341837e-05	0.9985588	2.4377143e-05	3.005825e-06
a31	0.028795186	0.001108264	0.96965605	0.00039475935	4.577636e-05
a11	0.020641424	0.0008211245	0.97815186	0.00037440468	1.1153199e-05
a31	0.16161087	0.0009066951	0.8361288	0.0013422525	1.1424028e-05
a39	0.03932206	0.00053567765	0.9577538	0.0023798975	8.613052e-06
a31	0.003051779	0.00028393738	0.9882212	0.008436267	6.707776e-06
a35	0.0003552263	4.6890855e-05	0.9924372	0.0071243853	3.627462e-05
a31	0.0022386098	0.0017149257	0.7381923	0.25730833	0.0005457731
a18	4.9392587e-05	8.221788e-06	0.9739145	0.021296423	0.0047314754
a0	0.0001235952	0.00037499674	0.35047975	0.6466221	0.0023996427
a31	1.0609096e-05	2.901587e-05	0.88386005	0.11398845	0.0021119707
a37	0.00063840084	0.00024310772	0.90228844	0.051574837	0.045255244
a20	0.00031383848	0.0009278078	0.17519854	0.8159312	0.0076286606
a31	0.000111074856	0.0005682933	0.66801804	0.32677573	0.004526867
a41	0.002538825	0.0018454726	0.61326677	0.16383229	0.21851669
a20	0.00069279276	0.009910818	0.1856995	0.7890276	0.014669327
a31	0.0003903764	0.0031377517	0.3496148	0.62671393	0.020143094
a20	0.0019640059	0.0025211147	0.3457094	0.21703272	0.43277273
a39	0.0030262023	0.038257137	0.03783426	0.9048446	0.016037842
a46	0.0008877986	0.017074645	0.23798342	0.724414	0.01964013
a41	0.0004989952	0.0074554593	0.16554634	0.75825137	0.068247765
</S>	0.00040857535	0.007915452	0.19122215	0.7189103	0.081543535
