 	io	voglio	che	Maria	venga	qui	</S>
a31	0.98506016	0.009236278	0.0046745683	0.00023312803	0.0005900313	0.0001596066	4.6102443e-05
a39	0.02563243	0.9689686	0.005384206	1.4844201e-05	3.3669387e-08	1.6565787e-08	5.409821e-09
a31	0.9493404	0.04904348	0.001571501	6.4384665e-07	3.972761e-07	3.4514236e-05	9.097917e-06
a37	0.8615268	0.1374372	0.001014318	1.375709e-06	4.492494e-07	1.6033475e-05	3.8592793e-06
a31	0.53074455	0.4684461	0.0006966472	4.889797e-07	5.4077645e-07	3.6118156e-05	7.5457465e-05
a11	0.9522649	0.047681857	4.67446e-05	7.539017e-08	8.271119e-08	3.4170503e-06	2.790006e-06
a20	0.9745497	0.017183926	0.0037334352	0.00015417136	0.0008099782	0.0035285954	4.025273e-05
a4	0.96273017	0.0044673546	0.009596821	0.0010292657	0.0077818143	0.014221195	0.00017343245
a24	0.7934993	0.0132316165	0.019877924	0.0058761663	0.024264913	0.1101506	0.033099532
a31	0.8494233	0.082183786	0.007840537	0.0007626888	0.0021872655	0.04962242	0.007980057
a11	0.9611029	0.0012349399	0.0023141678	0.0030697181	0.003745859	0.003981543	0.024550896
a24	0.7586315	0.013218143	0.038992964	0.01977998	0.012050865	0.15164392	0.0056826053
a31	0.2367078	0.0037201738	0.04131284	0.09009366	0.033775184	0.52327746	0.07111278
a46	0.30660215	0.0026442832	0.009466897	0.00885086	0.10032233	0.30063036	0.2714832
a8	0.1248024	0.008651733	0.04368681	0.07879398	0.07158274	0.65907425	0.013408159
</S>	0.047291834	0.0008661958	0.02301139	0.053157445	0.030126268	0.7843281	0.061218806
